idx,class,conversation
4826,갈취 대화,야 너 비훈이아니냐 응 준엽아 오랜만이네 초등학교 이후로 처음이네 잘 살았냐 응 잘 살았지 너는 나야 뭐 잘 살았지 너 근데 요즘 값어치 좀 많더라 응 아르바이트 하고 있거든 그래 그래 부럽네 근데 나 돈이 좀 필요하거든 응 근데 나두 값어치 없어 야 뒤질래 한동안 안맞아서 정신을 못차리지 응 알았어 빨리 줄게
4827,협박 대화,왜 내가 부탁한 치 아직도 안보냈어 나 치 없는거 알잖아 그럼 우리 니가 보내준 니 알몸사진 다 뿌려버린다 그건 보고 지우기로 한거 잖아 왜 아직도 가지고 있어 그럼 니가 처음부터 보내지 말았어야지 그걸 믿는 니가 병신이지 나 진짜 가지고 있는 거 이것밖에 없어 내 전재산 다 보내주는 거야 이걸 누구 코에 붙이라고 지금 미쳤니 너 우리가 이사진 못 뿌릴 줄 알지 제발 제발 부탁이야 진짜 없어 그럼 니 부모한테 달라고 하던지
4828,직장 내 괴롭힘 대화,도대체 제대로 하는게 뭐야 뭘 시키면 제대로 하는게 없어 죄송합니다 죄송하면 다야 임 머리로 회사는 어떻게 들어왔어 죄송합니다 머리가 나쁘면 눈치라도 있어야지 머리도 나빠 눈치도 없어 일도 못해 으이그 죄송합니다 너 할 줄 아는 말이 죄송합니다 밖에 없냐 야 니가 그러니까 너보다 어린 애들 밑에서 임 돈 받고 일하는거야 부장님 그건 좀 뭐 내가 틀린 말했냐 하여튼 못배운 놈은 쓸데도 없어요 어휴 지긋지긋해 우리회사는 참 좋은 회사야 너같은 놈도 안자르고 죄송합니다
4829,협박 대화,다리 하나 분질러야 정신차리겠어 다 살자고 이러는거 아닙니까 난 알 바가 아냐 그러니 하란거나 제대로 손해 아유 선생님 이게 제 의지대로 안돼요 미친새끼 그거조차 못하면 닌 등신이야 죄송해요 이것 조차 못하면 담엔 다리로만 안끝난다 그럼 어디를 그따위로 하면 재미없을 줄만 알라고 알겠습니다
4830,갈취 대화,아저씨 담배 있어요 없는데 그럼 저기 편의점에서 하나만 사다 주세요 지금 삥 뜯는 건가 에이 부탁하는 거죠 누가 부탁을 이렇게 무서운 표정으로 유해 하 이 아저씨 말귀를 못 알아듣네 거지냐고 썅 아니 말보로 레드 어어
4831,협박 대화,너 그따위로 운전하면 확 갈아마셔버린다 뭐라구 나와 이 자식아 미안하단 말도 없는 네 입을 확 찢어버린다 이 새끼가 어디서 어딜 쳐다봐 임 눈을 그냥 확 뽑아버린다 이런 쓰레기를 봤나 나와서 무릎 꿇어 어 안그럼 니 무릎을 골프채로 아작 내버릴테니 꺼져 새꺄 겁대가리를 상실했구나 이 새끼가 일단 니 못된 손가락부터 하나 잘라서 쓰레기통에 쳐넣자 보자보자 하니 이 쓰레기가
4832,직장 내 괴롭힘 대화,아 여보세요 섬섬씨 네 부장님 전화받았습니다 춘추 지금 들어가는데 컵라면 물 좀 받아 놔 선보다 좀 적게 편의점가서 김치도 좀 사 놓고 엉 가자마자 바로 먹게 네 알겠습니다 아 그리고 우리 아들 내일 휴가 나오는데 픽업 좀 해줘 네 내일 주말이라 선약이 선약 네 주말이라 여자친구가 올라와서 여자친구 결혼할 사이인가 네 아 네 아 그래 예쁜가 상사 부탁까지 거절할정도면 엄청 쌔끈한가봐 학교는 어디나왔나 부장님 이건 아닌 것 같습니다
4833,직장 내 괴롭힘 대화,요새 회사에 쥐가 있나봐 네 쥐요 그것도 엄청 큰 쥐같아 이런 고층에도 쥐가 살까요 아니 지수씨는 순진하게 곧이 곧대로 듣고 네 지수씨가 탕비실만 갔다오면 아주 간식이 훅훅 줄어들어 네 저그냥 커피만 타왔는데요 그래 그럼 누가 간식을 그렇게 쥐마냥 쳐먹고 다니지 팀장님그래도 쥐는 좀 왜 기분나빠 마우스 귀엾잖아 톰과 제리 몰라 지수씨 그렇게 이큐가 떨어져서야
4834,직장 내 괴롭힘 대화,업무분담 무슨 업무분담 팀장님 아무리 갑자기 오셨고 저희팀 인원 명밖에 없다고는 하지만 지금처럼 모든 실무들 제가 처리하기에는 너무 힘이 듭니다 나 팀장이야 결재하는 위치 아닌가 그리고 네가 말하는 그 실무들 그게 네가 해야할 사무 아닌가 제가 해야 하는 부분도 있지만 업무편람 근거하에 팀장님이 하셔야 하는 부분도 있습니다 업무편람 아이고 내가 무식해서 그런게 있는 줄도 몰랐네 가져와봐요 내가 한번 보고 판단할게 박대리 거기에 우리팀 인사평가 모두 팀장 권한인것도 써있으려나 팀장님 박대리 다시한번 생각 하고 처신 잘 해 오늘 일도 그냥 넘어가지 않을거야
4835,직장 내 괴롭힘 대화,야 길동 일로와봐 네 부장님 부르셨어요 이따가 세시에 내 손님 오기로했는데 커피 좀 사와 저 지금 보고서 작성하고 있어서 아 그것보다 내 손님이 더 중요하니까 얼른 가서 사와 네 아 맞다 나 지갑을 차에 두고와서 너가 사오면 내가 나중에 돈 줄게 네 저번에도 안쪽 주셨는데 됐고 나중에 줄게 얼른 가서 사오고 접대실 테이블 세팅도 좀 해놔라 네
4836,직장 내 괴롭힘 대화,유 대리 지금 출근한 건가 네 차장님 조금 전 출근했습니다 지금 시간이 몇 시인데 지금 출근하는 거야 정신을 변환 어디다 두고 다니는 거야 죄송합니다 앞으로 조금 더 빨리 나오도록 하겠습니다 유 대리 사원 때도 근태 불량하더니 승진하고도 고치지를 못하네 지금 팀 바쁜 거 몰라 알고 있습니다 알고 있으면 원래 출근시간보다 더 빨리 나와서 도울 생각을 해야지 오히려 시간 맞춰 나오면 어쩌자는 거야 정말 죄송합니다 신입사원도 아니고 이런 걸 다 얘기해 줘야 하나 싶다 정말 제가 앞으로 더 신경 쓰겠습니다
4837,협박 대화,야 너 내가 우습게 보여 무슨 소리야갑자기 분명 말했지 내 말 안들으면 죽여버리겠다고 내가 언제 나 니가 원하는대로 다 했잖아 어제 밤에 나오라고 했을 때 안나왔잖아 애인 땐 가족들이 이상하게 봐서도저히 나갈 수가 없었어정말 미안해 너 때문에 내가 어제 얼마나 우스운 꼴을 당했는지 알아 다음부터는 안 그럴게 딱 어제 하루였잖아 앞으로는 똑바로 해라 니네 가족들까지 너 때문에 다 죽이고 싶으니까 제발 그러지마미안해
4838,갈취 대화,야 안녕 어 안녕 나 오늘 택시비가 없는데 혹시 빌려줄 수 있어 어 나 값어치 없는데 야 너 맨날 값어치 가지고 다니는거 다 알아 아니야오늘은 없어 이게 진짜 맞기 전에 내놔 나 없어 너 진짜 손 좀 봐야겠다 이러지마
4839,갈취 대화,내가 지금 너 아들 김길준 데리고 있어 살리고 싶으면 계좌에 억만 보내 예 선생님 진정하시고 우리 말로 해결합시다 말로 지금 상황이 장난같아 제발 저희 아들만은 건드리지 말아 주십쇼 그러면 돈 보내 당장은 돈이 그만큼 없어서 일단 있는돈 만원만 먼저 보내도 되겠습니까 일단 보내고 목요일까지 차수 돈 보내 예 알겠습니다 안그러면 너 아들은 죽는다 제발 부탁드립니다
4840,기타 괴롭힘 대화,야 얘들아 길동이네 엄마 장애인이래 헐 대박 뭐야 진짜 쟤는 그러면 장애인 엄마가 해주는 밥 먹고 다니는거야 그렇다고하네 어쩐지 어우 향기 아 아니야우리 엄마 향기 안나 안나기는 어우 향기 저리가 아니야 진짜 향기 안난다고 그냥 너희랑 똑같은 밥 먹은거야 뭐 똑같 뭔 소리니 너희 엄마 장애인인데 뭐가 똑같니 흥 그니까말이야 어딜 니가 우리랑 같아지려고하니 니 엄만 장애인이야 아니야아니야 울보래요 울보래요 흑흑
4841,협박 대화,다 죽여버리기전에 여기에 돈 담아 꺄악 도둑도둑이야 당당신 누구야 닥치고 돈 담으라고 다 죽고싶어 어 사사장님 우주씨울울지말고 당신 일단 좀 진정해봐 진정 돈 담으라고 진짜 죽고 싶어서 환장했어 어 윽사사장님저저 좀 살려주세요 이 아가씨 살리고 싶으면 돈 담아 빨리 안담아 제발 그 여자부터 풀어줘 우리 대화로 하자어 진짜 이 아가씨 죽여버리기 전에 입 닥치라고
4842,직장 내 괴롭힘 대화,야 연령 바쁘니깐 너가 이것좀해 이건 제 일이 아닌데요 예전에 했던일이잖아 시키면 좀해 지금은 제 일아니고 저도 바빠요 선배가 우습냐 앞으로 회사 다니기싫지 선배님이 하면 되잖아요 난 외근 나가야 되니깐 갔다올때까지 해놔 그럼 제 업무는 언제합니까 그건 내 알바 아니고 내꺼부터 해라 너무하세요 회사 오래다니고 싶으면 닥치고해
4843,기타 괴롭힘 대화,야 이것좀 해줘 이건 너가 할 일이잖아 난 다른거 할거있어 넌 거지라서 한가하잖아 학원도 안다니고 거지라니 취소해줘 비렁뱅이 맞잖아 너 무상급식 처먹는 사회에 쓸모없는 놈이잖아 말이 너무 심하잖아 그리고 너 엄마 없지 다 소문났어 정상인인 척 하지마 역겨우니까 공기 아까우니까 숨도 쉬지 말아줘 그런 하여튼 이것좀 부탁할게 어차피 한가하잖아 알겠지 알았어
4844,기타 괴롭힘 대화,안녕하십니까 무슨 일로 연락 주셨나요 야 넌 내가 우습냐 무슨 말씀이신지 고객님 혹시 저희 쪽에서 실수한거 있으실까요 내가 뫼 물건이 아니잖아 한번 확인해드리겠습니다 고객님이 주문하신 물건 맞으신데 혹시 교환 필요하세요 뭐 내잘못이라는거냐 어이가 없어서 콜센터 직원즈제에 내가 누군지 알고 짓껄여 죄송합니다 고객님 고객님의 실수이기 때문에 교환비 원 지불하시면 원하시는 상품으로 교체해드리겠습니다 어이가 없네 야 내가 뭘 잘못했다그래 거기 앉아서 전화만 하는 년이 제대로 확인한거 맞아 고객님 자꾸 욕설 하시면 신고하겠습니다 야 기분도 안좋은데 잘 걸렸다 니년이 첨부터 똑바로 설명을 해줘야지 내가 안헷갈리거 아냐 그래놓고 내 잘못이라고 입을 나불대 진짜 죽고싶어
4845,직장 내 괴롭힘 대화,정대리 잠깐 와봐 왜 그러십니까 과장님 왜 왜그러냐니 상사가 불렀으면 바로바로 와야지 그리고 사람이 머리가 있으면 생각 좀 해봐 죄송합니다 무슨 일 때문인지 여쭤봐도 되겠습니까 정대리는 맨날 죄송한일 투성이네 괴사 일 똑바로 안하는거 알고 있나봐 죄송합니다 앞으로 잘하겠습니다 뭘 잘할건데 뭘 뭘 잘못했는지는 알고 하는 말이야 알려주시면 시정하겠습니다 죄송합니다 괴사 다닌지 몇년차인데 언제까지 알려줘야하나여기가 학교야 정신 안차려 죄송합니다어떤 일인지 알려만 주시면 다시 처리하겠습니다
4846,직장 내 괴롭힘 대화,김대리 오늘 저녁에 같이 술이나 한 잔 할까 부장님 오늘은 힘들 것 같습니다 너 저번에도 안된다고 하더니 왜그러는거야 솔직히 둘이 만나는 것은 미소 부담스럽습니다 그래 아주 오냐오냐 하니까 눈에 뵈는게 없구나 아닙니다 부장님 아니긴 뭐가 아니야 직장 그만두고싶어 제가 잘하겠습니다 오늘 같이 한 잔 하는게 잘하는거야 예 알겠습니다
4847,직장 내 괴롭힘 대화,뭘 그렇게 걱정하면서 징징거려 네 죄송해요 넌 내일 가만두지 않겠어 대리님 낼 재택 아니세요 아주 간접 병영체험을 하게 해주마 아 저도 이런 제가 답답해요 하 내가 더 답답하겠니 안하겠니 대리님 자료 요청 메일을 덜 보내는 방법도 있나요 사나이 위키 잘 찾아봐 네
4848,기타 괴롭힘 대화,지금 뭐하시는 거에요 내가 뭘 어쨌다고 그래요 지금 자꾸 제 몸을 만지시자나요 만지긴 누가 만졌다고 그래요 지하철에 사람이 많으니 자꾸 밀리다보니 어쩔 수 없이 그렇게 되는거지 애인 정도 수준이 아니자나요 아 이 여자가 사람을 치한으로 만드네 사람이 많다고 해도 자꾸 제 몸을 붙이시자나요 사람들에게 밀리지 않으려 하다보니 힘을 줄 수 밖에 없으니 그렇게 되는거지 기가 막히네 그런거랑은 다르잖아요 엄청 불쾌하다구요 와 생사람 잡네 이거 미친 아냐 별로 이쁘지도 않은게 내가 눈이 삐어서 너같은 몸을 만지냐
4849,기타 괴롭힘 대화,아니 감자가 왜이렇게짜 고객님 무슨일이세요 감자가 너무 짜다고 감자가 아니라 소금이야 죄송합니다 고객님 감자튀김엔 원래 소금이 아니 고객이 소금이라면 소금이지 무슨 말이많아 아니 그게 아니라 그게 아니면 뭐야 여기 직원 태도가 왜 이따위야 사장나오라그래 고객님 죄송합니다 손님이 왕인거 몰라 죄송합니다 에이씨 너나 먹어 소금같은 고구마 죄송합니다
4850,협박 대화,일을 왜 그딴식으로 밖에 못 유해 제가 하나부터 열 가지 못 한 게 뭐가 있죠 그게 문제야 말을하면 들어야지 저번에는 좋다고 이렇게 가자고 했잖아요왜 이제와서 그러세요 너는 아는 게 뭐가 있다고 말대꾸야 저는 저 대로 노력했어요 맨날 이런식 이잖아요 너 그냥 죽어라 무슨 말씀을 그렇게하세요 일도 못하고 말도 못알아 들으니까 죽으라고 죽여줘 그냥 퇴사할게요 저도 더이상은 못 하겠네요
4851,갈취 대화,야 내가 오늘까지 돈 갖고 오랬지 미안해엄마가 카드를 정지시켜서 어쩔수가 없었어 장난하냐 진짜야믿어줘 그건 내 알바 아니고 돈이나 갖고 오라고 조금만 시간을 줘 일주일내로 어떻게든 구해볼게 야 너 내가 만만하냐 미미안해 내일 내일까지 꼭 가져올게 아 진짜이새끼 확 죽여버릴까 미안해 야 너 하나 불구만들거나 죽이는 총 일도 아니야잘좀 하자 어 응 미안해
4852,직장 내 괴롭힘 대화,사장님 산에 오랜만에 오니 운동도 하고 시원하죠 그리고 따뜻한 믹스 커피 한잔 하실래요 야 됐고 카페라테 준비 안해왔어 이 자식이 빠져가지고 네 이 산에서 어떻게 라테를 준비를 하죠 자네 그걸 일일이 설명해줘야 하나 직접재료를 가져와서 여기서 라떼를 만들라고 사장님 사람도 많은데 조용히 하시고 나중에 카페에가서 사드릴 시끄러 자네 이 산에서 정리 해고 당하고 싶나 어디서 감히 조용히 하라마라야 죄송합니다 일군 내려가서 카페로 가시죠 꺼져 네 자네 귀없나 지금 이 자리에서 해고란 말일세
4853,갈취 대화,네 길동샐러드입니다 아 저기요 제가 아까 거기서 길동샐러드 배달시켰는데 샐러드에서 벌레가 나왔어요 네 벌레요 대체 무슨 길동샐러드를먹다가 왠지 이상한 느낌이 들어서 보니까 벌레가 있었다고요 아 일단 손님 죄송하고요 그거 저희가 좀 확인해 대장 환불해드릴께요 확인요 지금 제가 거짓말을 한다는 건가요 아뇨 손님 그런뜻이 아니고 샐러드에 벌레가 나왔는데 손님 의심이나 하고 망하고싶어요 언론에 확 제보할까요 손님 죄송합니다 일단 진정 좀 하시고요 그럼 혹시 어떻게 해드리면 될까요 제가 먹었던 샐러드 환불해주시고요 정신적 위자료까지 백만원 입금하세요 내일까지 입금 안되면 이거 언론에 다 뿌려버릴꺼예요 그럼 당신들 망하는거야
4854,직장 내 괴롭힘 대화,씹 대리 자네 생각해서 말인데 네 부장님 업무를 너무 소홀히 하는 것 같아 네 뭐가 잘못되었나요 음그게 아니라 프로젝트가 있으면 날 좀 도와서 해야되지 않겠나 아 이기자프로젝트요 그래 부장님이 맡았다고 해서 덥썩 손놓고 있으면 되겠나 아아닙니다 그래 그럼 얼른 자료 좀 찾아오게 네 알겠습니다 부장님
4855,협박 대화,니가 내돈 훔쳤지 아니야 내가 왜 니돈을 훔쳐 없어졌는데 지갑에 있던 돈이 어디 다른데다가 흘렸겠지 나는 아니야 하 웃기고 있네 너 집이 찢어지게 가난하다며 그래서 내가 도둑을 했다는거야 어 도둑년이 당당하게 눈치켜뜨네 연륜 정말아니야 너같은 년은 손목이 분질러져야 두번 다시 도둑질 못할건데 그렇지 나정말 아니라구 큰소리내지마 짜증나니까 손목은 분질러지고 입까지 막혀야 정신차릴래
4856,기타 괴롭힘 대화,넌 근데 왜 공부를 이따위로 못하냐 오늘 컨디션이 나빴을 뿐이야 너 전부터 지속성 이 점수잖아 재능이 없는것 같은데 더 열심히 해야지 넌 가망 없다 공부 때려치고 기술이나 배워 뭔 말을 그렇게 하냐 맞잖아 재능없으면 금방 때려쳐야지 시간아깝게 그만해 왜 기분 나쁘냐 그만하라고
4857,기타 괴롭힘 대화,야 야 니가 뒷담화 깠대매 뭐 아냐 아니기는 우리가 한테 다들었구만 니가 한테 싸가지 없다 했대매 나 랑 말한번도 안해봤거든 와 뒷담화도 모자라서 모른척까지 한다고 앞에서 착한척은 다해 놓고 대박이다 진짜 아니 진짜로 나 아니라고 그런적 없다고 뭐라는거야 니가 그렇게 말하는거 가 들었댔거든 그럼 가 거짓말하는거라고 나 진짜 랑 말 한번도 안해봤거든 걔 데려와 삼자대면하자 와 뭔데 데려오면 때리기라도 할거야 뒤에선 욕하더니 이제는 증인인 를 오라가라하네 난 걔랑 말해본적도 없는데 니네가 걔가 그랬다며 그니까 서로 안면 보고 말해보자고 얠귤뵤교 말해뵤쟈교깔깔깔 너네 뭔데 지금 어디서 헛소리 듣고와서 유언비어 퍼트리는 것도 모자라서 지금 뭐하자는건데 와 무서워서 질문도 못하겠다 지금 묘하쟈눈권뒈
4858,기타 괴롭힘 대화,안녕하십니까 길동쇼핑몰 김수지 상담원 입니다 무엇을 도와드릴까요 저기요 왜 이렇게 전화를 안 받아요 답답해서 진짜 아 고객님 불편을 드려 죄송합니다 문의 전화가 너무 많아 상담이 지연되고 있던 점 양해 부탁드립니다 아니 거기 앉아서 전화만 받고 하는 사람들이 뭐가 그렇게 바빠요 그냥 띵가띵가 노시는거 아닙니까 아닙니다 저희 업무가 고객님들 상담 들어드리는건데 절대 놀지 않죠 다시 한 번 불편 드린 점 너무 죄송합니다 그니까 사람 쇼핑몰에서 시킨 물건도 이따위지 물건 컴플레인 전화 많으니까 일부러 안 받았죠 사람들 돈 먹고 그렇게 놀고 있으면 좋아요 이제 좀 배 부르고 등 따듯하니까 전화 몇 개만 받은거죠 일 그렇게 처리 하려고 하지 마세요 고객이 갑이고 너네들은 을이에요 몰라 아이고 고객님 전화 너무 늦게 받아서 죄송합니다 다음부터는 시정하여 나가도록 하겠습니다 맨날 할 줄 아는 말이 죄송해요 그놈에 죄송해요 그냥 이 물건 가져다 버리든 집앞에 두던 할테니까 알아서 가져가세요 그렇게 띵가띵가 놀면 집에 가지러 올 시간은 있겠네 아 반품을 원하시는 건가요 고객님 그럼 저희 택배 기사 분 보내드릴 테니까 반송하실 택배 상자에 다시 포장하여 집 앞에 놔주시면 가져가서 확인하고 환불 해드리겠습니다 다음부터 그딴식으로 장사하실 생각 하지마세요 남들 목소리 듣고 사는 직업이면서 어디서 여유롭게 놀려 배짱을 피워
4859,직장 내 괴롭힘 대화,야 막내 먹을거 좀 사와 난 햄버거 좀 사와라 난 차가우면서도 뜨거운 아메리카노 알지 왜 가까운데만 골라 한 걸어서 몇십분 정도 갔다올 수 있잖아 마 사원 그치 너무하지 그건 운동 좀 해야지 마 사원 살 언제 뺄라그래 남동생 건강은 제가 챙길게요 이제 말 대꾸 하네 감히 상사한테 우리가 너 신경 써주는 거 몰라 마 사원 얼른 다녀와
4860,직장 내 괴롭힘 대화,아 이거 업무처리 오늘 다 해놨니 아 너무 할일이 많다보니 지금 바쁘게 하고 있습니다 넌 진짜 제대로 하는게 없구나 넌 안되겠다 점심 먹을 자격도 없어 팀장님 저 진짜 업무가 너무 과중되어서 어제도 새벽에 퇴근했습니다 그게 내 알 바야 너한테 주어진 업무 당연히 다 해내야되는게 정상 아니니 하 저 지금 몸도 너무 안좋은데 잠깐 반차쓰고 병원 다녀오면 안될까요 뭐 얼굴은 멀쩡한데 아프다고 이제 스타 핑계거리를 다 대는 구나 저 이러다 죽을거같아요 팀장님 한번만 봐주세요 너가 아파서 뒹굴때까지 난 너 아픈거 전혀 모를거같아 빨리가서 업무나 마무리해 하 알겠습니다 팀장님
4861,갈취 대화,내일까지 준비하라고 한 돈은 어떻게 되어가고 있나 사장님 그 많은 금액을 어떻게 이틀 만에 준비합니까 아직도 정신을 못 차렸군 내 말이 말 같지 않아 아뇨 저도 최선을 다 하고 있습니다 조금만 기다려주세요 당신 아내 사지가 멀쩡한 날은 오늘이 마지막이 되겠군 그것만은 제발 어디 보자 손가락 발가락 모두 개니 개당 만원으로 치고 자르면 되겠군 제가 어리석었습니다 용서해주세요 제발 제 아내만은 건드리지 말아주세요 내일까지 억이야 시간 금액 중 하나라도 가운데 맞으면 끔찍한 일이 일어날 거야 알겠습니다 반드시 구해오겠습니다
4862,직장 내 괴롭힘 대화,나씨 이번 기획보고서 작성 아직인가요 그건 제 업무가 아닌데요 여러 업무 해보면서 실력을 늘리라고 제가 기회를 드리는 거잖아요 제 업무와 연관이 없을 뿐더러 제가 한다고 제 이름을 넣어주시는 것도 아니잖아요 아니 남들은 제발 일시켜달라고 경험이라도 쌓게 해달라고 하는데 배가 불렀군요 그건 인턴때나 그런거고 전 엄연한 이 괴사 대리입니다 그러니까 앞으로 더 승진하고 하려면 여러 경험 쌓는게 중요하지 않겠어요 제가 한 거라고 이름이 올라가는 것도 아니고 일은 제가 하고 팀장님께서 가로채시려는 거 아니고요 나씨 지금 상사한테 무슨 말버릇이에요 인사 점수 걱정되지 않아요 하
4863,협박 대화,야 나와 나오라고 네 무슨일이십니까 당신 뭐야 죽고싶어 내가 전에도 말했지 베란다에서 담배피지 말라고 아죄송합니다 너무 스트레스 받는일이 있어서 딱 한대 피었습니다 뭐 딱한대 이리와 당신 그렇게 담배펴서 빨리 인생 뒤지고 싶은가 본데 내가 도와줄게 이거 놓으세요 그렇다고 멱살을 잡으시면 안되죠 그리고 제가 죄송하다고 말씀 드렸잖아요 뭐 죄송 사람죽여놓고 죄송하다고 할거냐 담배연기가 사람한테 얼마나 안좋은지 알어 내가 그동안 몇번이나 부탁했는데 사람말이 똥으로 들려 네 저도 압니다 그래서 정말 죄송합니다 제발 이거 좀 놓고 말씀하세요 아니 더이상 못참아 오늘 너가 죽든 내가 죽든 끝장을 보자고 제발 그만하세요 오늘일은 정말 죄송합니다 다시는 베란다에서 연초 피지 않겠습니다 그만 돌아가주세요
4864,갈취 대화,치 이리 내 이거 학원비야 안돼 잠깐만 쓰고 돌려준다고 시 싫어 싫어 맞을래 엄마한테 혼나 학원비란 말야 빨리 내놔 맞기 싫으면 으 으윽 안돼 우리 친구잖아 친구끼리 치 빌려주는 거잖아 제발 제발 봐줘 어서 내놔
4865,갈취 대화,선생님 이번에 저희 병원에 새로운 의료기계 하나 사려고 하는데 보태주실 수 있나요 네 제가요 제가 매일 선생님 약국으로 환자들 보내드리잖아요 보답을 해주셔야죠 이번 달에 건물주가 월세도 올려서 조금 빠듯해서요 작년에 리모델링 도와드렸잖아요 어쩔 수 없죠 그럼 옆에 다른 약국 생겼던데 선생님과의 인연은 여기까지 인가 봅니다 아쉽네요 원장님 작년에 리모델링으로 만원 보내드렸는데 더 요구하시면 저희 약국 문 닫아야돼요 이번에는 만원만 보태주세요 그럼 약 처방 조금 더 많이 해볼게요 안된다고 하시면 바로 약 성분 바꿔 처방합니다 아닙니다 원장님 부탁할 때 바로 네 하면 서로 마음 안 상하고 좋은데 왜 그렇게 토를 달아 네
4866,기타 괴롭힘 대화,사퇴하시죠 무슨 소립니까 의원님이 뇌물을 받으신 거 다 알고 있습니다 연륜 윤석룔 정치인생 년 양심에 걸릴 게 없는 사람이오 입에 침이나 바르시고 말씀하시지요 어디 감히 증거가 있습니다 배려해 드릴 때 스스로 물러나십시오 증거가 있다니 어디서 생 사람 잡는 소리를 합니까 저는 분명히 기회를 드렸습니다 내일 아침까지 발표를 하지 않으신다면 증거 자료를 인터넷에 뿌리겠습니다 꺼져 꺼지라고
4867,갈취 대화,야 너 치 왜 안져오냐 진짜 이제 없어서 그래 그럼 이 사진 뿌려 사진 값이라는데 안구해오는거 보면 유출되도 상관 없나봐 왜그래 진짜 지워줘 그러니까 만원 가져오라고요 그럼 해결 되는데 멍청한건가 며칠 전에도 똑같이 만원 가져 갔잖아 진짜 없어 야 그럼 그냥 뿌린다 미안해내일까지 구해올게 그래 그렇게 착하게 굴어야지 기대할게 응
4868,갈취 대화,비트코인 주소 이쪽으로 돈 보내시기 바랍니다 누구시죠 김서진씨 몸캠 하셨죠 몸캠이요 네 하셨잖아요 어제 화상캠 하셨죠 네 맞는데요 왜요 그거 다 녹화되어있고 수입금 안하시면 지인들에게 영상 다 보낼겁니다 얼른 입금하세요 금액은 제가 보낸 메세지 보시기 바랍니다 하 이게 무슨일 저 진짜 제발 한번만 봐주시면 안될까요 안됩니다 빨리 입금하시고요 단 제대로 돈 보내시면 영상은 삭제해드립니다 영상 진짜 삭제해는거 맞죠 네 얼른 돈 빌려서라도 보내세요 일 드립니다 보냈어요 제발 삭제해주세요 제발
4869,기타 괴롭힘 대화,저기요 왜 단팥빵 하나가 안오는 거죠 저희가 단팥빵 안보내드렸나요 네 안보내드렸어요 심지어 소보로빵도 개 시켰는데 개만 왔어요 잠시만요 청구 확인하겠습니다 혹시 주문번호가 어떻게 되시나요 번이요 네 확인했습니다 고객님 죄송합니다 저희는 맞게 보냈는데 배달하는 과정에서 오류가 있었나 봅니다 그렇죠 배달하는 과정에서 오류가 있던거죠 근데 일을 왜 이딴식으로 밖에 못해요 네 죄송합니다 제발 교육 좀 똑바로 받아요 수준 떨어지게 네 죄송합니다
4870,갈취 대화,여기 돈만 넣으면 이자를 프로줘요 프로나 그럼요 요즘 이자낮은거 아시죠 알지 아무한테도 말안하고 할매한테만 말씀 드리는거예요 지금서로하려고 난리예요 나 지금 물가 없는데 있는 돈만 넣으시면되요 얼마가지고 계시는데요 이거 사기 아니가 어머니 저도 들었어요 이거 놓치면 이런거 하고싶어도 못해요 당연하죠 이분도 좀전에 넣으셨어요 그래 어무이 같이 해요
4871,기타 괴롭힘 대화,민주야 이 샌드위치 먹어볼래 내가 집에서 아침에 만들어왔어 우와 한 번 먹어봐도 돼 헐 진짜 맛있다 이거 무슨 샌드위치야 땅콩 샌드위치 땅콩잼이 가득 들어간 땅콩 샌드위치야 뭐라고 너 내가 땅콩 먹으면 알레르기 생기는거 알잖아 춘추 오늘 약도 안 가져왔단 말이야 어떻게 켁 할거야 어머 진짜 반응이 한 번에 올라오네 뭐 그거 물 먹으면 금방 괜찮아지지 않을까 아니 그럼 내 가 약을 왜 먹고 땅콩을왜 못 먹겠어 너하나 테스트 하려고그런거야 뭐 테스트라기 보다는 내가 간이검사 해줬다고 긍정적으로 생각해 솔직히 몇 년이 지났는데 땅콩 알러지가 사라진지 아닌지 너도 궁금할거 아니야 근데 뭐 반응 보니 아직까지 있는거 같네 너 이거 잘못되면 춘추 진짜 죽 어 춘추 지금도 숨쉬기 힘들어 땅콩 알러지 진짜 심하구나 이렇게 될지는 몰랐는데 어떡하냐 너 솔직히 별로 안 심한데 지금 꾀병 부리는거지 제발선생님이나 신고 좀해줘 너가 그랬다고 안 그럴게
4872,갈취 대화,민아야 연령 방과후비 혹시 대신 내줄 수 있어 갑자기 안돼 연령 그 많은 돈 없단말이야 아니야 다합쳐서 만원도 안돼 오늘까지 내라고 그랬는데 연령 돈이 없어서 그래 우리 부모님도 용돈으로 먼저 내라고 하셔서 연령 돈이 없어 미안한데 연령 진짜로 돈이 없어서 그래 친구 한 번만 살려주라 너 돈 많다구 그랬잖아 한번만 빌려줘 안돼 미안해 그건 설날이었잖아 다 썼어 너무한거 아니야 너 돈 많다고 그러다가 갑자기 돈 빌려달라고 하니까 없다고나 그러고 진짜 이기적이다 빌려달라고 좋은말로 할 때 빌리고 끝내자 우리 너 빌려주면 나는 다음 용돈 받는 날까지 어떻게 기다려 내가 너 용돈 받기 전까지 돌려줄게 그럼 되는거지 그럼 빌려주는거다 빨리 좀 줘봐 알겠어
