conversation,class
"이번 여름휴가는 어디로 갈 계획이야? 가족과 제주도로 가기로 했어. 바다도 조서, 산도 오르고. 기대돼! 좋은 계획이야! 제주도에서 꼭 해보고 싶은 게 있어? 해수욕과 한라산 등반! 정말 기대돼.",일반 대화
"이번 휴가는 갈 ? 가족과 제주도로 로 바다도 보고, 산도 오르고 돼 이야 제주도 꼭 해보고 게 ? 해수욕과 등반! 정말 돼.",일반 대화
"오랜만이다 어떻게요즘지냈어? 오늘 ? 추천? , 있어 그랬어다 . 날씨 어때? 그렇게 물건 있어것같아오랜그렇게다 지냈어? 오늘오늘날씨날씨어때? 정말? 어떻게 그렇게 됐어 요즘 듣는 잘 있어? 음악 있어?잘 .. 그렇고만이. 잘?지냈어?듣는정말 ?어떻게됐어 만이됐어? 지내그렇고, 주말 계획에 관심 있어?한잔할래 잘 지내?새로다음에맞아같이 가자어때 정말? 어떻게 만이 .? 산,, 주말 일에 그건 있어?있어다음에계획같이 가자됐어 정말? 어떻게 것? 조언만이다어땠어잘그렇게지냈어? 어떻게 응, 괜찮을관심? 고마워 이번 주말에 시간 나도 오랜그건다 음악 지냈어??오늘 요즘? 오늘 어땠어? 응오랜 괜찮을 같아. 혹시, 주말 계획 해줄 수 ? 커피 ? 요즘오랜스트레스 받는 요즘 있어?",일반 대화
"오랜만이다 천기 음률 잘 현재 지냈어? 오늘 날씨 어때 기상 ? 맞아 현생 , 나도 그랬어. 오늘 날씨 앞 마음 어때? 새로 산 물건 있어? 오랜만이다 사나이 현세 앞 용무 잘 지냈어? 오늘 날씨 어때? 정말? 어떻게 그렇게 됐어? 요즘 듣는 음악 있어? 음률 요즘 듣는 음악 있어? 기상 조언 고마워 건의 . 건의 오랜만이다 잘 지냈어? 날 정말? 어떻게 그렇게 흥미 됐어? 그건 그렇고, 주말 기도 계획에 관심 있어? 요즘 어떻게 지내? 다음에 같이 가자. 정말? 어떻게 그렇게 됐어? 그건 그렇고, 주말 계획에 관심 있어? 다음에 같이 오늘날 가자. 정말 소장 음률 ? 어떻게 그렇게 됐어? 오랜만이다 잘 천기 현대 지냈어? 요즘 어떻게 설계 지내? 응, 괜찮을 현재 음률 것 같아. 이번 주말에 시간 있어? 기상 날 오랜만이다 잘 지냈어? 오늘 어땠어? 이승 오늘 어땠어? 응 소유 , 괜찮을 입안 것 같아. 혹시 당대 , 주말 전망 날 마음 계획 추천해줄 메 수 있어? 커피 한잔할래? 요즘 배포 이승 스트레스 받는 날 미래 일 있어?",일반 대화
시작했어? 조금씩 . 아직 한 달 남았지만 준비하려고 현명하다 스터디할래? 좋은 생각이야 시작할까 다음 주 화 목 어때?좋아! 시간은?저녁 6시부터 8시 정도? 도서관에서? 응 스터디룸 예약 고마워! 열심히 준비해서 좋은 성적 받자.,일반 대화
"기말고사 공부 시작했어? 조금씩 하고 있어. 아직 한 달 남았지만 미리 준비하려고. 현명하다! 같이 스터디할래? 좋은 뒤 생각이야 월 ! 언제 시작할까 기울기 ? 다음 심화 주부터 매주 정한 화 중용 , 목 한도 뜻 푼수 어때? 좋아! 시간은? 저녁 6시부터 8시 정도? 도서관 전망 에서? 응, 스터디룸 예약할게. 미래 고마워! 후세 열심히 나부랭이 준비해서 초기 분노 하 울화 좋은 년 성적 지각 붉 받자.",일반 대화
"주말에 뭐했어? 이승 아침에 뭐 먹었어? 이번 여름 휴가 계획 있어? 이승 날씨 어때? 드라마 뭐 보고 있어? 고마워, 도움이 됐어. 내가 얼마 전에, 자전거에 관심 있어? 주말에 뭐 할 계획이야? 어제 본 영화 어땠어? 요즘 자주 가는 카페 있어? 요즘 회사는 어때? 요즘 회사는 어때? 요즘 듣는 음악 있어? 그거 좋겠다. 드라마 뭐 보고 있어? 운동 꾸준히 하고 있어? 그거 좋은 생각이야. 이번 여름 휴가 계획 있어? 요즘 스트레스 받는 일 있어? 요즘 스트레스 받는 일 있어? 이번 주말에 시간 있어? 요즘 스트레스 받는 일 있어? 그게 최선인 것 같아.",일반 대화
"주말에 뭐 있어 아침에?뭐?먹었어보고자주이번 여름있어있어 계획받는회사요즘 오늘 ? 어때? 드라마 뭐 있어어때 고마워,오늘도움있어 됐어. 내가 얼마 전여름에 자전거에 ?했어요즘같아 주말어제이뭐 ? 계획가는이야 에 본 영화 어땠어??요즘회사 요즘 카페 ? 휴가 는 어때? 요즘 는 ?? 요즘 있어 음악 있어? 그거 좋겠다. 드라마 보고.있어?이야운동 꾸준히 하고 관심 그거 일 생각 . 이번 에 휴가 계획 ? ? 스트레스 받는듣는일 있어날씨 요즘 스트레스 있어좋은 이번 주말, 시간 있어? 할 스트레스 받는 일 있어? 그게 최선인 것 ?뭐",일반 대화
여름 가고 싶은 축제가 ? 나 음악 를 싶어 아티스트의 공연을 즐길 있어서 기대돼. 음악 축제는 정말 즐거운 경험이야! 아티스트 보고 싶어? 나는 밴드 공연을 꼭 .,일반 대화
여름에 가고 싶은 행하가 있어? 나는 음악 행하를 가고 싶어. 다양한 아티스트의 공연을 즐길 수 있어서 기대돼. 음악 행하는 정말 즐거운 경험이야! 어떤 아티스트를 보고 싶어? 나는 유명한 밴드의 공연을 꼭 보고 싶어.,일반 대화
"주말에 등산 갈래? 좋아! 어디로 태도 사 갈 생각이야? 명가 북한산 생각 맹물 무덤 중인데, 어때 바보 고도 소유물 ? 백금 미소 묘소 좋은 미소 것 같아. 날씨도 딱 좋대. 몇 시에 만날까? 연기 등급 아침 일찍 가는 기울기 게 냉수 좋을 것 울분 측 탄탄 같아. 8시 갤런 근신 ? 무덤 조금 이르지만 괜찮아. 준비물은 뭐가 필요할까? 등산화, 물, 간식 정도면 될 것 상수 같아. 내가 수도 김밥 싸갈게. 정말 울분 ? 고마워! 탄탄 재물 나는 음료수 가져갈게. 완벽해 무덤 . 토요일 아침에 보자!",일반 대화
"주말에 등산 갈래? 좋아! 어디로 갈 노기 묘소 생각이야? 북한산 생각 중 손 인데, 어때? 좋은 것 같아. 통찰 시점 날씨도 미소 딱 좋대. 몇 시 계 에 만날까? 확신 오전 향내 아침 동정 일찍 가는 미소 게 좋을 것 같아. 백금 8시 인류 ? 조금 이르지만 추계 백금 괜찮아. 준비물은 뭐가 필요할까? 등산화, 물, 경지 간식 정도면 될 것 같아. 내가 김밥 사람 냉수 각오 점령 오전 싸갈게. 범위 정말? 고마워! 나 기절 기품 는 음료수 가져갈게 자식 . 완벽해 남자 미소 . 명예 토요일 아침에 보자!",일반 대화
"최근에 수치 어떤 사나이 새로운 취미를 시작 시 했어? 나이 나는 요가를 최초 배우기 시작했어. 몸이 유연해지고 엄선 마음도 편안해지는 것 줄 같아. 요가를 형태 하면서 스트레스를 풀 수 있어서 좋더라. 고 인간 오, 남자 요가는 정말 좋은 선택이야! 어떤 자세가 제일 귓바퀴 힘들어? 나는 아직 초보라서 다운독 자세가 급 힘들어. 연기 시초 현대 하지만 최초 연습하면 나아질 운치 줄기 거라고 시초 레슨 믿어.",일반 대화
"최근에 시초 접근 어떤 새로운 취미를 시작했어? 작가 나는 체험 대열 요가를 배우기 시작했어. 몸 접착제 이 상반신 독약 악의 유연해지고 짝 근래 마음도 편안해지는 것 같아 등 . 요가를 하면서 스트레스를 풀 수 있어서 좋더라. 오, 대등 요가는 정말 좋은 선택이야 차지 ! 어떤 자세가 제일 힘들어? 나는 스타트 아직 초보라서 다운독 꼴 자세 대등 가 실천 힘들어. 하지만 연습하면 나아질 거라고 지금 믿어.",일반 대화
"요즘 읽고 있는 책 있어?좋아 보인다! 그거 재밌겠다. 요즘 있는 책 있어? 그래서 어떻게 됐어? 그거 재밌겠다오늘 ? 받는 있어? 점심 먹었어?오늘 ?그거 . 오늘 어때? 일 ? 고마워.좋아 보인다!그거 재밌겠다 어때 오늘 어땠어?오늘 ? 그거 그건 그렇고 사진에 관심 ?, 것 같아. 그렇고, 사진에 대해 해 만이 잘 지냈어? 고마워, 도움이 . 뭐 먹었어? 어땠어? 흥미로운데 이번 여름 있어요즘 받는 ? 나도 그렇게 생각.가족들 잘 지내?",일반 대화
"요즘 읽고 있는 책 있어? 좋아 보인다! 그거 재밌겠다. 요즘 읽고 있는 책 있어? 그래서 어떻게 됐어? 그거 재밌겠다. 오늘 어땠어? 요즘 스트레스 받는 일 있어? 점심 뭐 먹었어? 오늘 어땠어? 그거 재밌겠다. 오늘 날씨 어때? 요즘 스트레스 받는 일 있어? 조언 고마워. 좋아 보인다! 그거 재밌겠다. 오늘 날씨 어때? 오늘 어땠어? 오늘 날씨 어때? 그거 재밌겠다. 그건 그렇고, 사진에 관심 있어? 응, 괜찮을 것 같아. 그건 그렇고, 사진에 대해 어떻게 생각때? 오랜만이다 잘 지냈어? 고마워, 도움이 됐어. 점심 뭐 먹었어? 오늘 어땠어? 흥미로운데? 이번 여름 휴가 계획 있어? 요즘 스트레스 받는 일 있어? 나도 그렇게 생각때. 가족들은 잘 지내?",일반 대화
"오랜만이 이번 계획 있으세요? 제주도에 가려고 해 신요? 아직 하지 했어요 제주도 좋죠! 일주일에 세 헬스장에 가고 , 감사합니다 가 뭐예요 좋아요 감사합니다 어때요? 일주일 세 가고 있어요",일반 대화
"오랜만이에요가고이번헬스장어때요 계획감사합니다있으세요?좋아요제주도에 가려고 에 . 해 은요? 저는 아직가고정하지오늘못했어요 제주도 좋죠, 일주일좋아요 세신번 헬스장취미 있어요 , 에가 휴가예요? 당! 감사합니다 날씨 뭐?요일주일 에세.번 에 있어요",일반 대화
"오늘은 어디 가? 그냥 동네 산책 중이야. 혼자서 산책하는 거야? 응, 오늘은 혼자 걷고 싶어서. 그럼 오늘 날씨도 좋으니까 기분 좋겠다. 맞아, 밖에 나가니까 기분이 한결 나아. 산책하면서 무드도 편안해지는 것 같아. 그럼 계속 걸으면서 여유를 느껴보자.",일반 대화
"오늘 어디 가것 산책계속동네 산책기분중이야 혼자느껴 산책하는 ,?여유오늘거야 오늘은 혼자 걷고 . 그럼 응 날씨도 . 기분 좋겠다. 맞아,은밖에 이 한결 나아. 그냥도싶어서 하면서 편안해지는 ? 같아좋으니까.그럼 나가니까 걸으면서마음 를 서보자.",일반 대화
"내일 발표 준비는 후일 다 됐어? 거의 다 됐어. PPT 마무리만 놈 물 하면 최근 중편 돼. 몇 장 중도 정도 비례 그라운드 향유 됐어? 20 백주 장 정도? 발표 시간이 운동 15분이라 적당할 미소 것 같아. 발표 연습 인간 재물 수평 현생 소유 은 해봤어? 응, 기회 연기 두 번 적도 정도 해봤는데 시간 각오 이 조금 오버돼. 미소 중간 중편 에 수놈 질문 호수 받는 시간도 타 있을 텐데. 맞아. 그래서 내용을 조금 더 줄여야 할 것 같아. 도움이 필요하면 말해. 세월 고마워. 절도 사이사이 오늘 저녁에 한 번 더 연습해볼게.",일반 대화
내일 발표 준비는 다 ? 거의 다 됐어. 마무리 하면 몇 장 정도 됐어? 20 정도? 이 15분이라 것 같아.발표 연습 해봤어? 두 정도 시간 조금 오버돼. 중간에 질문 받는 시간도 있을 텐데 맞아. 그래서 내용 더 줄여야 것 같아. 도움 말해.고마워. 오늘 번 더 연습.,일반 대화
"인터넷있으니 에 이이 에 있나요, 네? 비밀번호 인터넷되어 해되어 있습니다. 그럼 와이파이 비밀번호는 어떻게 알 수 있나요 인터넷이이미는?계약서설치집적혀 확인설치 보세요.",일반 대화
"집보세요비밀번호인터넷이 설치되어 있나요? 네,설치이미 이이 되어 있습니다. 는와이파이는인터넷어떻게 알 수 있나요? 비밀번호 인터넷계약서에 적혀 있으니그럼확인해 에.",일반 대화
"요즘 재밌는 영화 ? 이번 이번산 물건 있어? !어떻게주말에여름시간 있어? 새로 산듣자물건 ?? .휴가 계획 있어? 흥미로운데? 하니, 공연공연 관심 있어, 와, ? 오늘 날씨 어때? 요즘 회사는 어때? 식사생각 해 됐어봤어 있잖아, 시간 대단하다흥미로운데그게어떻게 ?그렇게?알겠어저녁 정말 뭐 먹을래있어 요즘 ?는 어때? ?대해 듣자 하니회사 에에 관심 있어?이번새로에최선인 것 같아. 주말에 공연 있어? 응,",일반 대화
"요즘 저녁 ?,봤어?요즘? 산최선물건 있어? 이번 주말에날씨시간 있어? 있어 정말 있어것 이번어때여름 휴가 계획 있어? 흥미로운데? 에 하니, 공연에 관심어떻게뭐? ,,대단하다식사 와 어때? 요즘 회사는 ?물건새로해어떻게 그렇게 알겠어? 있잖아새로 ! 대해 오늘생각공연? , 산 먹을래 ?흥미로운데회사는재밌는?어때 ? 듣자 하니 공연에 관심 있어? 그게 인 영화 같아.?이번 주말에 시간 있어듣자 응 됐어.",일반 대화
"이번 원가 방학 계획 있어? 친구들이랑 제주도 여행 가려고. 몇 박 몇 일로 계획 중이야? 3박 계략 4일로 생각하고 있어. 값 제창 번 숙소 상식 방도 는 대조 정했어? 아직. 에어비앤비로 알아보는 중이야. 렌트카도 정가 의견 필요할 푼수 부지 텐데. 응, 재단 급 그것도 가격 지인 비교 친지 중이야. 농도 여행 경비는 얼마나 예상하고 대조 자장 있어? 1인당 50만원 정도 생각하고 있어.",일반 대화
"응 계획 있어?이번 들이랑 여행 가려고. 몇,박4일몇 일로 비교 중이야? 3박 로 생각야.있어. 숙소경비 정했어인당 아직친구야에어비앤비로 알아보는 중이 . 렌트카도하고필요할 텐데. 방학 그것도 있어 는제주도. 여행 는중이 얼마나 예상하고 가격? 1?있어50만원.정도 생각하고 계획",일반 대화
"어떤 '엔'라는 읽고 . 인류 역사에 대한 책 정말 흥미로워. , 들어본 같아. 제일 인상이야? 이 어떻게 해서 문명 발전 대한 좋았어 나도 읽어 싶다 읽으면 빌려줄 ?물론 이번 이면 다 읽을 것 같아. . 는 데미안'이라는 소설 성장 소설 생각할 가 많아. , 그것 에",일반 대화
"요즘 어떤 책 읽고 있어? '사피엔스'라는 책 읽고 있어. 인류 역사에 대한 책인데 정말 흥미로워. 오, 들어본 것 같아. 어떤 점이 제일 인상적이야? 인간이 어떻게 협력해서 문명을 발전시켰는지에 대한 부분이 특히 좋았어. 나도 읽어보고 싶다! 다 읽으면 빌려줄 수 있어? 물론이지! 이번 주말이면 다 읽을 것 같아. 고마워. 나는 요즘 소설 많이 읽고 있어. 어떤 소설? '데미안'이라는 고전소설. 발달 소설인데 생각할 거리가 많아. 오, 그것도 나중에 추천해줘!",일반 대화
"이 읽고에?을저녁추천해주실 수 있나요 음식에 있는맛집파스타 집이 정말 역사. 의길오늘 건너편 ?.길주말 건너편 있는 파스타 집이 맛있어요 네,계획'미래! 맛있어요'라는 책을에 고마워요 이 ? 길 건너편에 있는에 집이파스타맛있어요 주변에 맛집 추천해주실근처 있어요있나요가봐야겠네요수책 읽기와 영화 보기를 좋아해요 이탈리안 있으세요 좋아해요",일반 대화
"이 근처에 맛집 추천해주실 수 있나요? 길 건너편에 있는 파스타 집이 정말 맛있어요. 고마워요! 오늘 저녁에 가봐야겠네요. 길 건너편에 있는 파스타 집이 맛있어요 네, '미래의 역사'라는 책을 읽고 있어요 주말 계획이 있으세요? 길 건너편에 있는 파스타 집이 맛있어요 주변에 맛집 추천해주실 수 있나요? 책 읽기와 영화 보기를 좋아해요 이탈리안 음식물을 좋아해요",일반 대화
"그 책 다 !? 이야기계속좋은그럼 끝냈어! 읽었으니까 재밌더라. . 읽어볼까? 추천 ? 당연하지!을특히 반전 ? 나와서이손 조심뗄 수가 없었어. ? 어제 부터 서점 가서 사야겠다 해내가 빌려줄까, 나 이미 다주말된다. 정말? 고마워이야 히 다룰게. 천천히 읽어.그래마지막중반장이 특히 감동적이야. 기대 나도 다 읽으면 같이 응하자.정말그래,. 에생각읽었어!",일반 대화
그 책 다 읽었어? 응 끝냈어 정말 재밌더라 ? 추천해? 당연하지! 특히 중반부터 이 나와서 을 뗄 수가 없었어. ? 그럼 주말에 서점 사야겠다.내가 빌려줄까? 나 이미 다 읽었으니까. 정말? 고마워 조심 다룰게. 천천히 읽어. 마지막 특히 감동이야. 기대된다! 읽으면 이야기하자 그래 좋은 생각이야,일반 대화
"안녕! 요즘 어떻게 지내? 푼수 안녕! 요즘 공안 바쁘게 지내고 국한 있어. 무슨 일 때문에 바빠? 날짜 새로운 프로젝트가 시작돼서 준비 중이야. 마련 그거 정말 힘들겠다! 응, 부 신고 하지만 재미있는 평화 부분도 공안 많아. 그럼 부문 , 일부분 일이 잘 풀리길 바랄게. 고마워, 너도 마련 평화 잘 지내!",일반 대화
"안녕! 요즘 어떻게 지내? 안녕! 요즘 바쁘게 지내고 있어. 무슨 일 때문에 바빠? 새로운 프로젝트가 시작돼서 준비 중이야. 그거 정말 힘들겠다! 응, 하지만 재미있는 부도 많아. 그럼, 일이 잘 풀리길 바랄게. 고마워, 너도 잘 지내!",일반 대화
"요즘 어떻게 운세 지내? 커피 한잔할래? 끼니 오늘 어땠어? 맞아, 나도 그랬어. 오늘 어땠어? 그게 최선인 것 같아. 저녁 식사 최근 뭐 먹을래 도시 수확 ? 주말에 끼니 뭐했어? 연휴 일단 정기 성운 주말에 뭐 하루 했어? 어제 본 영화 어땠어? 연보 응 도장 연 , 알겠어 정기 인류 . 이거 알 부 아? 단위 휴가에 대해 어떻게 피해 울타리 덩이 탄소 생각해 연차 연기 ? 요즘 읽고 있는 책 자두 있어? 응, 담 알겠어. 요즘 읽고 있는 시네마 책 있어? 그럴 수 있지. 아, 영예 이빨 태도 맞다! 휴가에 관심 있어? 꿈 재 그거 도시 수입 좋은 수입 생각이야. 이번에 직분 , 휴가에 뜻 관심 있어? 주말에 뭐했어? 선 고마워 자형 , 도움 계수 이 됐어. 와, 대단하다! 응, 알겠어. 이거 유형 알아? 휴가에 대해 어떻게 생각해? 요즘 어떻게 지내? 향유 진위 요즘 어디 가봤어 바캉스 ? 그럴 정기 수 있지. 참, 그러고 영리 보니, 휴가 점유 에 대해 어떻게 생각해? 응, 기장 알겠어. 그게 최선인 것 뒤꿈치 행복 같아.",일반 대화
"요즘 어떻게 지내? 편 치아 커피 한잔할래? 오늘 어땠어? 맞아, 나도 최근 그랬어. 오늘 어땠어? 그게 덩어리 최선 집단 인 것 같아. 저녁 식사 뭐 먹을래? 신분 주말에 뭐 세월 부 했어? 주말에 뭐했어? 도서 방학 어제 본 영화 어땠어 의 장기 영광 바캉스 정기 ? 응, 알겠어. 이 최근 거 알아? 휴가에 대해 어떻게 생각해 성인 견지 점령 ? 요즘 읽고 있는 마음 사람 책 있어? 응, 알겠어. 요즘 지혜 읽고 있는 책 있어? 그럴 수 시간 흥미 있지. 아, 맞다! 휴가에 관심 있어? 그거 좋은 흥미 생각이야. 이번에, 휴가 재물 에 현생 관심 있어? 주말에 늘그막 뭐했어? 칼륨 고마워, 도움 방학 이 됐어. 와, 담 대단하다 선 ! 부류 응, 알겠어 상상력 . 센스 마음 이거 알아? 휴가에 대해 어떻게 생각해? 하루 요즘 어떻게 지내? 자형 요즘 어디 가봤어? 정기 그럴 수 있지. 참, 그러고 보니, 휴가에 대해 어떻게 생각해? 응 방학 , 알겠어. 그게 최선인 것 같아.",일반 대화
"진료 싶었는데요 수 끝났어요이 더 자세히 설명한번 빨리 너무. 께서을 . 부족했네요.설명좀 더설명자세히 . 다시 . 의사말씀드리겠습니다선생님께서 을 해주실가듣고 있나요? 네, 의사 선생님죄송합니다 다시 상세히 설명해드리겠습니다.",일반 대화
"해설 진료 수익 가 너무 빨리 끝났어요. 더 호수 자세히 설명을 듣고 싶었는데요. 죄송합니다. 설명이 부족했네요. 군의관 좀 더 자세히 말씀드리겠습니다 의원 . 다시 한번 해석 닥터 해석 도시 의사 선생님께서 설명을 해주실 수 해설 있나요? 네, 의사 선생님께서 다시 상세히 설명해드리겠습니다.",일반 대화
"수 회의 몇 시 은이죠? 2시회의부터 참석자 회의실 논의다음인가요. 3준비 은로입니다.분기까지입니다 명단 받으셨나요? 네, 메일회의실에받았습니다. 총 12명 예정입니다? 발표 자료는 보고와?시작네, 프레젠층션대 참석했습니다. 혹시 3시완료안건 알 오늘 있을까요? 이번 분기 실적 되셨나요.어디 계획 테이입니다.",일반 대화
"대인 오늘 회의 몇 시에 시작이죠? 2시부터 백금 3시까지입니다. 회의실은 입회 어디인가요 배포 ? 기획 3층 대회의실입니다. 참석자 명단 받으셨나요? 네, 메일 귀착 로 지분 받았습니다. 단체 득 입회 지분 현재 총 12명 참석 스케줄 분파 예정입니다. 대도시 발표 자료는 준비되셨나요? 네, 프레젠테이 후 션 일단 은 완료했습니다. 회담 단위 혹시 회의 안건 알 수 있을까요 지분 ? 이번 분기 실적 보고와 출두 다음 수확 분기 계획 덩이 논의입니다 분리 .",일반 대화
"너 이번에 몇 번째 유원지 왔어? 이번타 네 번째야. 오, 많이 왔네! 재미있었어? 항상 재밌어. 매번 새로운 느낌이야.",일반 대화
"너 몇 유원지 ?이 네 번 오, ! 재미있었어? 항상 새로운 이야.",일반 대화
"누나, 나 오늘 심부름 갔다 요즈음 어머니 왔어. 잘했네 현금 ! 고마워. 다음엔 또 어미 뭐 가모 도와줄까? 앞 금세 엄마 도와드리는 거 현생 먼저 해줘.",일반 대화
"누나, 나 오늘 심부름 갔다 왔어. 잘했네 춘추 ! 고마워. 다음엔 앞 또 뭐 어머님 이기심 도와줄까? 엄마 도 오늘날 와드리는 근래 거 년 먼저 정도 해줘.",일반 대화
오랜만이에요! 요즘 어떻게 지내세요? 잘 지내고 있어요. 바쁘게 살고 있답니다. 그렇군요. 가끔은 쉬는 것도 중요해요. 주변에 맛집 추천해주실 수 있나요? 책 읽기와 영화 보기를 좋아해요 천기가 정말 좋네요 '별들의 도시'가 정말 좋았어요 주말 계획이 있으세요? 취미가 뭐예요? 책 읽기와 영화 보기를 좋아해요,일반 대화
오랜만이에요! 요즘 어떻게 지내세요? 잘 지내고 있어요. 바쁘게 살고 있답니다. 그렇군요. 가끔은 쉬는 것도 중요해요. 주변에 맛집 추천해주실 수 있나요? 책 읽기와 영화 보기를 좋아해요 날씨가 정말 좋네요 '스타들의 도시'가 정말 좋았어요 주말 계획이 있으세요? 취미가 뭐예요? 책 읽기와 영화 보기를 좋아해요,일반 대화
"저기, 길 좀 물어봐도 될까요? 네, 무엇을 찾으세요? 중앙도서관으로 일월 가는 길을 알려주실 감사 수 있을까요? 아, 가운데 중앙도서관이 대장부 요? 여기서 중편 직진하셔서 두 월 번째 경로 신호등 수평 에서 좌회전 순이익 센터 하시면 돼요. 자두 걸어서 얼마나 날 구명 검찰 기한 걸릴까요? 빠르게 걸으시면 10분 정도 걸릴 운수 대운 거예요 중앙부 . 정말 감사합니다. 이 동네가 처음이라서 원초 요. 용무 괜찮아요. 도서관에 볼일 있으세요? 네, 자료 조사를 해야 해서요. 행운을 빌어요 도리 . 핵심 좋은 하루 되세요 이목구비 !",일반 대화
"용무 저기, 길 좀 물어봐도 될까요? 네, 무엇을 찾으세요? 성운 중앙도서관 안내서 으로 가는 길을 알려주실 검문 가운데 수 있을까요? 아, 중앙도서관이요? 여기서 직진하셔서 두 번째 신호등에서 세상 좌회전하시면 돼요. 귓바퀴 걸어서 얼마나 걸릴까요? 빠르게 걸으시면 10분 정도 걸릴 코스 거 골목길 중앙부 턱 예요. 정말 감사합니다. 이 동네가 처음이라서 일 요 행복 . 사찰 괜찮아요. 도서관 한복판 에 법 볼일 모두 있으세요? 네, 탐험 원칙 자료 조사를 해야 해서요. 행운을 용무 빌어요. 좋은 한복판 투 하루 되세요!",일반 대화
"이번 주말에 희망 만물 친구 지우 들과 함께 등산을 가기로 했어 재 매 . 자연 속에서 힐링하고, 정상에서의 천연 경치를 즐길 추계 수 정신 있을 것 같아. 경관 어디로 소망 갈 건데? 가까운 산 신 길 으로 가기로 했어. 경치 갤런 가 예쁘고 도수 하이킹 추계 코스도 잘 되어 있다고 남자 들어서 기대돼. 무덤 좋은 선택이야! 등산 후에 맛있는 도시락 분묘 길 도 먹으면 정말 기분 좋을 선출 것 같아.",일반 대화
"이번 주말에 친구들과 함께 등산을 가기로 했어. 자연 속에서 힐링하고, 정상에서의 경치를 즐길 수 있을 재물 같아. 어디로 갈 건데? 가까운 산으로 가기로 했어. 경치가 예쁘고 하이킹 코스도 잘 되어 있다고 들어서 기대돼. 좋은 선택이야! 등산 후에 맛있는 도시락도 먹으면 정말 기분 좋을 재물 같아.",일반 대화
"주말에 뭐했어??조언 고마워. 그래서 .좋겠다있어 음식 추천해줄 . 있어 고마워요즘 인데 영화 봤어와 그거 ? 조언 . 그래서봤어말재밌는, 음식 추천 ? 있어? 고마워만이다 잘있어인데 요즘 회사는지냈어어때정말 요즘 회사는 어때? 정말 어떻게 그렇게?됐어? 조언 오랜.?그래서 말인데 ,수 추천해줄?수가봤어주말해줄?요즘 음식 영화 ?, 대단하다! 이번 ?에 시간 있어수 요즘 어디 나도 비슷한 경험 ?말 ?재밌는 어떻게 그렇게 됐어,",일반 대화
"음식물 주말에 번 영예 뭐했어? 조언 고마워. 그래서 말인데, 음식 추천해줄 수 경주마 있어? 요즘 재밌는 경주마 영화 법인 봤어? 그거 좋겠다. 조언 음식물 사단법인 고마워. 그래서 말인데, 음식물 음식 경우 사나이 추천해줄 수 있어? 오랜만이다 잘 요리 지냈어? 요즘 괴사 회사는 어때? 요즘 일 회사는 어때? 정말? 법인 어떻게 명 그렇게 양식 됐어? 조언 요리 고마워. 수놈 영예 양식 그래서 말인데, 음식 추천해줄 수 괴사 있어? 요즘 재밌는 상담 구설 매 영광 영화 봤어? 와, 대단하다! 이번 주말에 시간 있어? 요즘 어디 가봤어? 나도 비슷한 경험 있어. 정말 영예 ? 어떻게 그렇게 됐어 황소 운세 ?",일반 대화
상품 설명과 품질이 낮아요. 저희가 상품 대해 설명 한 사과드립니다. 이런 경우 어떻게 보상받을 수 ?을 반품하시면 전액 .,일반 대화
충분히 설명과 다르게 이?너무 품질 낮아요 저희가 받을해드리겠습니다 대해 상품 설명드리지 못한 점 드립니다. 이런 경우반품어떻게 보상을 수.있나요. 상품상품 죄송합니다하시면 전액사과환불 처리에.,일반 대화
"오늘 백금 당 기후 날씨 정말 오전 좋다. 그러게, 감식 소풍 가기 딱 좋은 날씨야. 주말에 등산 갈까? 자세 좋아! 어디로 갈까? 북한산은 어때? 요즘 단풍이 산소 기상 예쁘대. 좋은 생각이야. 오전 묘소 몇 각오 시에 만날까? 아침 8시에 백금 기후 역 백금 앞에서 만나자. 알겠어. 도시락은 지 각자 준비 백금 백금 할까? 현금 응, 오전 그리고 부 정반대 물이랑 간식도 챙겨와. 기대된다! 토요일에 보자.",일반 대화
"오늘 날씨 정말 기후 좋다. 타 귀 그러게, 소풍 순리 가기 기상 딱 좋은 날씨야. 주말 묘소 백금 역술 에 등산 기상 입장 갈까? 좋아! 생각 도 어디로 갈까? 북한 기억 산은 어때? 요즘 단풍이 가망 예쁘대. 좋은 생각이야. 몇 메 날 백금 시에 만날까? 등급 아침 8시에 역 앞에서 만나자. 알겠어. 도시락은 각자 준비할까? 응, 그리고 물이랑 채비 간식도 챙겨와. 기대된다! 토요일에 날 보자.",일반 대화
"내일 회의 준비는 다 됐어? 거의 다 끝났어. PPT만 조금 더 다듬으면 돼. 발표 시간은 얼마나 줄까? 20분 정도면 충분할 재 같아. 그럼 질의응답 시간까지 하면 총 30분 정도네. 맞아. 예상 질문들도 미리 준비해 둘게. 좋은 생각이야. 혹시 도움이 필요하면 말해. 고마워. 오늘 저녁에 최종 점검하고 내일 봐. 화이팅! 잘할 거야. 고마워, 내일 봐!",일반 대화
