conversation,class
민하씨 네? 방금 수컷 누구랑 통화했어? 엄마요. 진짜 엄마랑 국한 한거 맞아? 숨겨둔 애인 국 이랑 한거아니야? 아닌데요. 마련 그리고 말이야 기동 사무실에서는 사적인 전화좀 자제하라고 네?? 점심시간에 잠깐 나가서 도인 범위 한도 받은건데 범위 진전 요 근간 점심시간 한도 공로 부인 에도 교전 민하씨 천재 언어 사무실에 앉아있는거아니야? 그 진동소리 첩 애인 거슬리고 신경쓰이니까 아예 무음으로 해두던가 꺼놓던가해 네.?.네. 연대 울림 조심하겠습니다,직장 내 괴롭힘 대화
민하씨.잠깐?에서는 랑 통화했어거슬리고 엄마사무실 진짜 엄마랑 한?? 조심하겠습니다? 숨겨둔맞아애인이랑 한거아니야?쓰이니까그. 그리고 말이야 사무실 사적 누구두던가좀 자제 라고 네.?. 나가서에 점심시간무음점심시간 받은건데요 네에도 민하씨 요에 아닌데요네방금앉아있는거아니야 진동소리 ? 신경인 아예 하으로 해전화 꺼놓던가해 ?거네.,직장 내 괴롭힘 대화
너 가슴 진짜크다 ? 정도 크기면 속옷 뭐?뭐? 신경 꺼 왜 보고 그래 기분왜 그냥 그러는거지 기분 나빠 . 가슴 크면 뛸 때 아프다던데 너도 ?그만해. 그만해 에 나 로 생각하냐? 하라 나 진짜,기타 괴롭힘 대화
와 너 가슴 진짜크다 어? 그 정도 크기면 속옷 사이즈 뭐냐? 뭐? 신경 꺼 왜 남의 가슴보고 그래 기분나빠 왜 기분나빠 그냥 궁금해서 그러는거지 기분 나빠 . 가슴 크면 뛸 때 아프다던데 너도 그러냐? 그만해. 뭘 그만해 친구사이에 너 나 아드님로 생각하냐? 그만하라했어 나 진짜 불쾌해,기타 괴롭힘 대화
니 엄청 예쁘더라 우리누나 건들 말아줘 나 절대 다시 가.감사해야지 옆 놓고 내 장난감처럼 사용하는거거든 감동이지? 들지 말아줘 바에는 날 죽여줘. 이고 누나도 갖고 제발 건들지 말아줘 싫은데 싶은데 그래 날 죽여줘 그러도 동생만은 건들지 말아줘 부탁이야 장기 나한테 줘 돈 벌자 다 . 가져가면 .,협박 대화
니 예쁘더라 누나 건지 . 나 다시 못가 감사해야지. 옆에 놓고 장난감처럼 사용 이지 누나 건지 말아줘 들어갈 바에는 차라리 죽여줘.너 죽이고 도 갖고 제발. 건들 말아줘 싫은데 괴롭히고 싶은데 날 동생만은 들지 말아줘 부탁이야. 그래 살려줄게 그럼 장기 나한테 줘 돈 좀 벌자. 다 가져가면 .,협박 대화
이제 심장 너는 피리 앞을 볼 수 법 초하루 없을거야 도대체 아드님 제 사나이 순이익 가 뭘 순리 시간 평생 잘못했습니까!? 잘못 처녀 세상 한거? 몰라서 물어? 정말 모르겠어요 이 자식 봐라 정신 호각 을 못차렸네 제게 시간을 좀 주세요 분간 앞니 저 세상 가서 생각해봐 그 아들딸 세계엔 시간이 많을거야 남자 전 계제 떠날 주간 전부 수 없어요 딸이 있다구요 그렇다면 같이 보내주지 저 세상으로 남자 제발 기한 용서해주세요,협박 대화
이제 앞니 뜻 너는 앞을 볼 수 없을거야 도대체 다행 제가 뭘 전세 잘못했습니까!? 재단 공 점토 상권 터 입장 잘못 앞니 한거? 몰라서 소득 물어 동정 ? 세상 정말 모르겠어요 이 자식 애인 봐라 정신을 못차렸네 제게 동생 시간을 좀 주세요 저 앞니 세상 가서 생각해봐 그 세계엔 시간 명수 이 많을거야 전 떠날 수 없어요 운세 딸이 있다구요 그렇다면 같이 보내주지 저 세상으로 세상 제발 용서해주세요,협박 대화
야 김민재 내안.너 공개수업시간 손 들고아 라고 했어 거 했어? 했어요. 그렇게 안 들었으면서 손 가들고 하면도 안 하 하겠니 미쳤니 해죄송합니다.질문 답해보라고 해야말 차렸지 하느라버르장머리그랬습니다 니금지 공개수업 분위기 망쳤어 다른 벌 이없냐고보면 반 뭐라 생각 ? 어쩜하는거.들잘 게을하나도 대답 진짜 죄송합니다.대답공개내 분위기 거 그런건하는거아니었어요알겠습니다더 좋은고민대답 하려고 건데.하는됐고에너 내가 안 대답 어떻게 될지말알아서 잘 고민을 한그랬던기억나지 거? 넌?벌이야 쉬는시간에 자리에서 움직 마 네 도아니다 얘들이지 너네 얘한테한허락 걸지마너 말 거는망치려고 걸리면 혼난다. 한우리달 뒤에 너 할게 보고?선생님 할지할지어떻게?. 그전까지는 가가 다지켜라 네 선생님 없게 자꾸 네네 만하네취소 정신 못 고민?에너 화장실 가는것도 가야 가는거주는거다다허락 받고 수업. 말 안 받고 가면 보충수업 한다그렇게,기타 괴롭힘 대화
야 김민재 공개수업시간 손 대답하 했어 안 했어 말한거 들었으면서 손도 안들고 도 안 ? 너 ? 질문에 어떻게 해야 고민 하느라 니가 공개 분위기 다 선생님들이 우리반 생각? 어쩜 잘하는 게 하나도 없냐고 . 공개 분위기 망치려고 그런건 아니었어요 더 좋은 대답을 됐고 너 내가 안 어떻게 잘 고민해보라고 한 거 기억나지? 넌 벌이야 쉬는시간 자리에서 움직이지 네 알겠습니다 들아 네 얘한테 걸지마. 말 는거 걸리면 혼난다. 뒤에 하는거 보고 취소할지 고민할게. 그전 가 다지켜라 네 선생님 버르장머리 없게 네네 만하네 정신 못 차렸지 화장실 가는것도 금지야 가는거 다 허락 받고 가 허락 안 받고 보충수업 .,기타 괴롭힘 대화
것요 1000원만 주실 네 와서요? 수?네가제 버스비? 가제 가 돈.갚을게요 . 가요1000원 저기 같은데 이신두고없으세요?저지갑을 이 있나요어딜 그러면 갚으실건성인? 딱 전화번호 알려주시면왜 . 그래요봐도 없어서요 여기있어요. 감사합니다 전화번호 안알려줬는데 .요도망가요?,갈취 대화
저기요네저 주실만 네 수가요 ? ?요 .가 두고?? 제가 버스비가 제.1000원딱봐도 성인안 것 같은데 1000원이 없으세요? .을어딜. 갚으실건없어서요 그러면 와서요 ? 전화번호 알려주시면 갚을게요. 그래요왜 돈줬는데여기있어요지갑 감사합니다도망가요전화번호 이신알려있나요,갈취 대화
야 바닥 쓸다가 먹다버린껌이 나왔는데 말야 이거 완전 얼굴같이생기지않았냐? 아 완전 대박 야 존나 똑같에 야 니도 그렇게 식별하냐? 맞으면 맞는거고 아니면 존나 지가 뭐? 존나 맘에 안듬 지가 저 껌 쳐먹던가 그만 해. 뭘 그만해 새꺄 그만두고말고를 너따위가 왜 선택을 할수 있다고 식별해? 이 새끼 이거 정신줄 놨네 존나 요즘 살만하고 편한가봐. 아주 조져 놓던지 해야지.,기타 괴롭힘 대화
나왔는데 바닥 쓸다가 먹다놓던지껌이 해완전말 이거 얼굴 생기지않았냐? 아이완전 대박 야 있다고 똑같에 야같이니도 그렇게 생각야하냐 맞으면 맞는거고 아니면 선택 지가.존나?이존나 맘에 안듬 지가 저 껌 쳐새끼 그만가봐?. 뭘살그만해 새꺄야 너따위가 왜 존나을 할수 뭐 생각 ? 그만두고말고를 먹던가 거 정신줄 놨네 존나 만하고 편한 .해아주 조져 버린요즘해야지,기타 괴롭힘 대화
선비 야 너 이리와봐 네????? 그래 너 임마 너 일로 교통비 와 향기 왜그러시나요 우리 엄마 생일인데 모 내 상권 가 운임 돈이 운임 없네??? 저도 금 차비말곤 수량 없습니다 휴대폰은 선임 있지???? 얼마전에 백금 개통했는데요 상권 가모 알빠야 당장 내놔 맞기전에 여 선가 .여기요 재산 .,갈취 대화
야 너 이리와봐 네????? 그래 너 임마 너 일로와 왜그러시나요 번 우리 교통비 백금 엄마 생일 가모 인데 내가 돈이 순이익 없네??? 저도 차비말곤 인습 모친 없습니다 휴대폰은 백금 있지???? 얼마전에 개통했는데요 알빠야 선비 습속 당장 내놔 맞기전에 여. 백금 여기요 매연 .,갈취 대화
야 푼 신규 조서 너 똑바로 환자 관리 안 순시 하냐? 인수인계 제대로 들은거 맞아? 너 누가 저 환자 항암 약물 속도 간호부 저렇게 하래 죽이고 싶어서 환장했어? 인수인계 들었는데. 어. 약물 속도는 제 프리 쇠똥 셉터 선생님이. 설명해주신 호각 기일 바로. 저렇게 상식 하라고 남동생 하셨어요 분통 . 수법 니 프리셉 수법 간호부 터가 문제라는거 근간 야? 덩이 선임 쇠똥 병자 너 경쟁자 가 잘 못들은거 아니고 간호원 고참 기회 ? 아니 바쁘셔서 그런지 폐인 . 매 책 보고 간호부 알아서 월 하라 그래서 증기 장 책 입안 보고 간호부 변 최대한 아는 대로 고난 한겁니다. 약수 모르는거 물어보라고 프리셉터 풀 붙여준거 간호부 아니야? 너 여기 실전이야 니 재력 하는 행동에 환자가 국한 죽을수도 폐인 계승 간호원 있다고. 야 간호부 김간호사 너 얘 프리셉터지 광야 ? 네 약수 맞는데요 왜 그러시죠? 국한 아니 얘가 약물 조절 잘못했는데 너가 해설 제명 책 보고 하라 그랬다고 그러던데? 대충 알려줬냐? 턱 그런 적 없는데요. 자기가 괜히 잘못해놓고 체험 제 탓 하는건가보죠. 그리고 약제 저 약수 해님 신규 경영 간호사 계승 일도 제대로 비위 못 하고 아는것도 하나도 없어서 실천 가르칠 폐인 맛 간호부 이 안나요. 취기 한 번 한 달간 성능 굴려봐야 정신차리나. 야 니 간호부 기 가 멍청해서 설명해도 못 알아들었나보네. 근데 어디서 선배 간호사 극도 를 탓 간호원 체험 간호부 표지 해 세상 . 너가 해석 부족하다 생각하면 매일 남아서 연습하고 의약품 앞 걸이 또 부 연습 약수 해. 계수 좀 부스러기 억울한게 이번에 프리셉터 연간 엄니 선생님 기저 배정받고 뭐 설명듣고 배운거 하나도 수증기 없어요. 가르쳐주시지도 않았고 간호사 됐으면 알아서 다 하라고 하셨어요. 다른 동기들 간호부 훈련 프리셉터 분들은 다 병자 차근차근 배부 장기 급 설명 연간 해주시는데 제 프리셉터분은 너 혼자 해라 매일 이런식이었어요. 야 그래서 내가 잘못했다는거냐 성 ? 너 턱 나한테 해석 또 배울거면 왜 돈 내고 4년동안 대학 다니는데 가세 . 제발 혼자 장 알아서 해 남탓하지 이기심 말고. 간호사를 그만두던가 제대로 못 성기 하면서 왜 대학병원 지대 에 백금 입사해가지고 사람들을 해설 이렇게 괴롭혀? 덩어리 차라리 환자들 똥기저귀나 범위 갈던가. 실력도 원리 없는 게 폐인 말은 많아가지고.,직장 내 괴롭힘 대화
야 신규 너 똑바로 환자 관리 하냐? 인수인계 제대로 너 누가 저 환자 항암 약물 하래 죽이고 싶어서 ?인수인계 들었는데. 어. 약물 속도 제 프리셉 . 해주신바로. 저렇게 하라 하셨어요. 프리터가 문제라는거 너 잘 못들은거 아니고? 그런지. 책 보고 하라 그래서 보고 최대한 아는 대로 한.모르는거 프리셉터 붙여준거 아니야? 너 여기 실전이야 에 죽을수도 있다고 야 간호사 프리터지? 네 왜 그? 아니 얘가 조절 못했는데 너가 책 그러던데? 대충 알려줬냐 적 자기가 괜히 제 하는건가보죠. 그리고 저 신규간호사 일도 제대로 못 하고 도 가르칠이 안나요 한 번 달간 굴려봐야 정신차리나 야 니 멍청해서 설명해도 못 들었나보네. 근데 간호사를 해. 너가 부족하다 생각 매일 남아 연습하고 또 연습. 이번에 프리터 뭐 설명듣고 배운거 하나도 없어요 가르쳐주시지도 않았고 간호사 됐으면 알아서 다 하라고 하셨어요. 동기들 프리터 분들 다 설명 제 셉터분 너 혼자 라 매일 이런식이었어요. 야 그래서 가 못했다는거냐 너 나한테 또 돈 내고 4년동안 대학 다니는데 혼자 알아서 남탓지 말고. 간호사를 제대로 못 하면서 왜 대학병원에 입사해가지고 사람들 이렇게 차라리 환자들 똥기저귀나 갈던가. 도 없는,직장 내 괴롭힘 대화
엄마 나 돈왕따줘 철수돈 돈 없어 아 거짓말 그거아침에 영희한테는피시방엄마뒤져버린다 이집?준거고영희돈 . 값이라 뺏어 엄마 차별해는 나는 자식한다고당했으면? 나 집못 집하냐고 그런게아니야아니야??엄마는 둘다 사랑하지 하는데 왜 야 안줘버릴까 나 안는 지? 나 콱 하지마 ?하철수야 말 좀사랑제발 가려서하자 돈만주면 가려서 하고 당해도 들을게 친구들이랑 쫓아가서문제가야하는데 돈 없으면 나 왕따말 엄마사랑 나 좋겠어? 돈엄마 진짜 돈없어 엄마잘나 영희 문제 차별 못사게 공부 줬잖아,갈취 대화
엄마 나 총애 돈 줘 국 철수야 엄마 정가 해 돈 연정 없어 오인 아 이기심 거짓말하지마 아침에 영희한테는 연령 돈 줬잖아 그거는 가격 영희 문제집 값이라 준거고 엄마 차별해? 나는 이집 자식 재산 아니야? 나 공부못한다고 차별하냐고 오인 그런게 즙 철거 아니야 치 엄마는 둘다 생 사랑하지 사랑하는데 왜 돈 흙 안줘?? 나 안 부 사랑하지? 나 콱 재 뒤져버릴까? 철수야 말 부조 좀 이기심 제발 가려서하자 돈 주면 금 가려서 하고 광야 말 연령 도 잘들을게 친구들이랑 사 피시방 가야 주택 국 복 하는데 돈 없으면 나만 왕따당해 엄마는 물음 나 왕따당했으면 좋겠어? .엄마 진짜 돈없어 엄마 나 영희 액수 생 쫓아가서 문제집 철거 못 어머님 판별 가모 어멈 사게 돈 뺏어버린다,갈취 대화
나.? 했어..뭐 무슨 소리야 갑자기. 에 생리가 너무 고할 다녀오는 내야. 너 제정신내야 지금 이 당장에 임신이 말이이렇게상식?? .아니 이게 이렇게 화낼 일이야 한테그리고 나 혼자했어 하는 의생각아니잖아. 도 솔직히 했지만랑 내 거한 것도 아니고 하루 붙어있는 것야 아닌데 내가 널.진짜 믿냐? 너 지금 말 다한? 너라곤정신못 너아니야? 그게 ? 니가얘 당연히했다는어떻게나종일 가소리지금만도 되냐아닌건으로했고말야 할가임신안전하다고. 그 뒤에보이냐니가 누구랑 붙어것 내가 알도? 참 .가 호구로에그리고?.니못 임신이야 . 안니 결혼 제 이번늦어서까지먹었는지개? 적만예상키우냐 할거라곤 차마 도 했다 당연하지 가 남아 새끼인줄도 모르는 애를 길이 말? 상황 지워. 돈을 계좌로 야 그렇게 알병원.다신??????보지말자. 너 어떻게 그렇게 살지마낳자고 진짜 나쁜새끼보낼거니까.,기타 괴롭힘 대화
나 임신했어 영리 . 뭐?????? 무슨 선 소리 원수 야. 갑자기. 이번에 생리가 너무 구설 전언 늦어서. 병원에 다녀오는 길이야. 너 제정신이야? 비례 잡종 끝 지금 연대 이 상황 전언 끝 측 에 임신이 말이 되냐?? .아니 이게 이렇게 화낼 세대 일이야 춘추 단위 .? 그리고 나 혼자만 하는 것도 패널 아니잖아. 야 그리고 달걀 솔직히 너랑 내가 결혼한 목판 것도 아니고 하루종일 동생 목판 붙어있는 것도 아닌데 내가 널 어떻게 믿냐? 기호 선 너 지금 순리 말 다했어? 제 정신아닌건 반향 너아니야? 그게 경주마 언어 지금 코드 니 수컷 정한 표지 범위 인 얘 임신했다는 상표 나한테 할 물가 소리 현금 야? 패널 상식적으로 구설 직선 말야. 니가 안전하다고 했고 그 뒤에 니가 누구랑 붙어먹었는지 잡 내가 알아? 참 내 소기 치 쓰레기 가 호구로 보이냐? 니가 당연히. 매가 낳자고 안할 거 릴 라곤 생각했지만. 이렇게까지 개만도 못한 말 하천 할거라곤 차마 예상도 못했다 흙덩이 . 당연하지 내가 남 제목 의 새끼인 각오 줄도 모르는 무리 애를 어떻게 키우냐? 생각 당장 지워. 하 돈을 계좌로 보낼거니까 그렇게 나이 알고 다신 흙덩이 당세 값어치 보지말자. 너 목재 진짜 그렇게 살지마. 퍼센트 진짜 노년 지붕 나쁜새끼야.,기타 괴롭힘 대화
결혼 올해 몇살이지?재벌00살이요그럴리 야 너 안되겠다적하려고빨리 너 . 아직은 경제적사람 그렇고 여러가지로 준비가 안되어서요적 음 안정같은대공무원이랑안정결혼해야해.으로도너.은 직업인 인.비슷하게 .인 사람 만나고 싶어하지 않을까요? 아니야. 안그래. 아. 아니지뭐해야겠네어디한집안 는 단하는건이랑?결혼 결혼 안네 .가요.,기타 괴롭힘 대화
너 올해 몇살이지? 00살이요. 야 너 안되겠다. 빨리 결혼해야겠네. 아직은 경제적으로도 그렇고 여러가지로 준비가 안되어서요. 음. 너는 공무원이랑 결혼해야해. 안정적사람 직업사람 사람은 비슷하게 안정적사람 사람 만나고 싶어하지 않을까요? 아니야. 안그래. 아.네 뭐 어디 재벌같은 대단한집안이랑 결혼하려고 결혼 안하는건 아니지? 그럴리가요.,기타 괴롭힘 대화
이야기업체으로앞현수막 주문거래 하려고 합니다. 저희주문. 하시려면 결제를으로먼저 가 하십니다. 해당 가 거기 거래 한지 10년이 넘었는데 으로 안됩니까?왜 이건 회사내 방침이라 죄송합니다 우리 아니 업체가 이런식이면 에 을는 여기서방침못. 회사 하죠인데 거래 해당까지 나오십니까준다니깐? 회사 이던 뭐던 단골한테 외상 한 번이해줄 수 있는거죠.방침 외상해주셔야 외상 못받은 돈누가 좀을있어서요. 들 죄송합니다 떼어먹는데요. .요 나중에! 알겠습니다.,갈취 대화
외상업체에 현수막 주문을 하려고 합니다 을 알겠습니다 우리를 있어서요회사해주셔야뭐던하십니다 결제가 거기 거래 한지.10년들넘었는데 외상 주문안됩니까?외상 이런 회사내 방침이라 왜. 아니가 으로 이건식이번 앞 거래는 여기서 단골 해당으로 방침죄송합니다 죄송합니다해당거래 이야기까지 나오십니까. 면이던? 하죠한테회사으로 한 방침 해줄 수 있는거죠. 저희가 업체 못받은 인데이 이 좀 먼저. 돈. 누가 떼어먹는데요. 준다니깐요.나중에! 못하시려면.,갈취 대화
나 놀이를 . 진우야. 왜. 이래 오늘 내 시험 대신 한테 안 .하하그.그렇지만 나도 해줄 상황이였어.선생님 너무 계셔서. . 나도 알아. 놀이를 하자 거야. 물 잔이 있지? 둘 에 는 마시면 도 새도 영원히 약이야. 어.? 무슨. 너 혼났으니까 니가 풀어줘야 할 거 아니야 재밌게 말야.농담이지.응.? 내가 .저걸 마시면. 거잖아 농담? 내 약 구하는데 얼마나 힘들었다구 다행이지 수업에 구해지라고. 빨리 마셔 그냥 뒤지기 싫으면 싫어내.내가 왜.이걸 마셔야해 는 그냥 물일 이야 이잖아? 넌 공부 잘하고 똑똑하니까 물 구별 수 있지 마시라고!,협박 대화
랑 재밌는 놀이상황 풀어줘야 수. 진우야. 왜. . 그래서.?내오늘 내 시험지만 대신 풀어줬어도 엄마한테 응 혼났을텐데.하하 그.그렇지만 가 해줄 없는. 중이였어반선생님. 너무 지켜보고 계셔서. 그래.에거 알아 둘어놀이거 하자는 거야. 여기 물 물일 이이래있지? 니왜를 하나는 을안도.새도 모르게 영원히 내 드는?약이야.싫어 얼른 필요하다니까.!무슨. 너 때문에 혼났으니까 가나도 잔을 하는 할 를 수 재밌게 말야. 이지 저걸.? 내가..쥐 마시면.죽는다는두 잖아 ? 내가 이는빨리 구하는데 약 힘들었다구 이이지. 거야 수업에 그게과학금방 구해지더라고. 얼마나 마셔. 농담 뒤지기.싫으면. . .기분니이왜 이정도 마셔야해.! 하나 그냥 마시면 뿐이야 반다행 잖아 넌농담공부도 잘하고그냥똑똑하니까 물 걸는 구별할나아니야잠있지? 가나도마시라고!,협박 대화
야. 절뚝이 왜? 똑바로 걸어다녀라 어려서 소아마비 앓아서 그래 절뚝절뚝 방아깨비냐? 뚱뚱한 방아깨비네 성격이 아닌 곤충이었어 놀리지마 곤충이 말을 하네 제발 그만해,기타 괴롭힘 대화
야. 이 왜? 똑바로 걸어다녀라 어려서 소아마비이말 절뚝절뚝 방아깨비을?그래앓아서 방아깨비 사람절뚝곤충아닌 곤충이었어하네놀리지마 네이 뚱뚱한냐 제발 그만해,기타 괴롭힘 대화
길동씨 아파요? 네?아뇨 얼굴이 죽은사람같네 죽은사람이라뇨 립스틱이라도 발라 화장했는데요 화장했는데 그 용모이야. 네 거래처사람들 여기오는 사람들 밥맛떨어지겠네 .죄송합니다,직장 내 괴롭힘 대화
길동씨 아파요? 네?아뇨 얼굴이 죽은천성같네 죽은천성이라뇨 립스틱이라도 발라 화장했는데요 화장했는데 그 모양이야. 네 거래처천성들 여기오는 천성들 밥맛떨어지겠네 .죄송합니다,직장 내 괴롭힘 대화
야 너 잠깐 이리 와. 나 ? 네 형 친구야 . . 어디 가는 길이니 학원가고 있어요. 아 맞다. 너 학원 ? . 형도 이 . 근데 오늘 학원비 내는 인거 알지? 너 학원비 가져왔겠네? 네. 엄마가 주셔서 학원 구. 내가 내 학원비 니 학원비도 같이 . 일단 형한테 줄? 네? 아니에요 가 가서 드릴 수 있어요. 안내고 내일 내도 되니까 일단 줘봐. 형이 급하게 써야해서 쓰고 내준다니까? 돼요. 엄마가 아시면 엄청 혼나요,갈취 대화
민수야 너 잠깐 이리 와봐. 누구세요.? 나 ? 니네 형 친구야 . 아. 안녕하세요. 어디 가는 길이니? 저 대학가고 있어요. 아 맞다. 너 우리 대학다니지 ? 네 ? 아. 형도 이 대학다니시는구나. 근데 오늘 대학비 내는 날인거 알지? 그럼 너 대학비 가져왔겠네? 네. 엄마가 주셔서 대학가서 드리려구요. 내가 내 대학비 드리면서 니 대학비도 같이 내줄게. 일단 대학비 형한테 줄래? 네? 아니에요. 제가 가서 직접드릴 수 있어요. 오늘 안내고 내일 내도 되니까 일단 형한테 좀 줘봐. 형이 급하게 써야해서 쓰고 내일 니 꺼까지 내준다니까? 안돼요. 엄마가 아시면 엄청 혼나요,갈취 대화
미주야나쁨너 물어봤지해 할그만해줘수 애 ? 아 . 줘 젤 아 그것도 못하냐 팔 있냐 달고 다니냐 그니까 아뉘이 나거 잘.두라 건줄 알고 이 못하는?사람 있는도줄 몰랐네 야 그만해 너가 안되네 뭐가하는사실을 말왜는. 한들너 거애 그믄 다,기타 괴롭힘 대화
미주야 너 이거 할 수 있냐 ? 아 . 잘 안되네 . 너 그것수평 못하냐 ? 팔 왜 달고 다니냐 그니까 아뉘이 나는 다 하는 건줄 알고 물어봤지 못하는 사람수평 있는 줄 몰랐네 야 그만해 너가 젤 나쁨 뭐가 사실을 말한거. 애들아 그만해줘 애두라 그믄해줘,기타 괴롭힘 대화
너 돈 많냐? 돈 빌리자. 돈 안 거잖아 ? 아 이 쪼잔하게. 그럼 확 뺏어? 아니. 이게 무슨. 뺏을까 ? 둘 다 싫은데. 돈 지금 가지고 있는 거 다 . 안. 그냥 조금만 빌리는 거야 알겠지 . 이럴 수가,갈취 대화
너 돈 많냐 냄새 ? 돈 재 값 내부 금 구린내 좀 값 빌리자. 돈 안 갚을 거잖아. 내가 안쪽 왜 빌려줘야 돼? 아 매가 내원 이 쪼잔하게. 그럼 미소 확 뺏어? 아니. 이게 무슨. 뺏을까 빌려줄래? 둘 값 금 다 싫은데 내부 . 재산 돈 미소 지금 가지고 있는 미소 거 이익 다 내놔. 안돼. 제발 그냥 조금만 빌리는 거야. 알겠지? 하. 이럴 속 수가,갈취 대화
지금 뭐해요? 시간있어요? 네 무슨 일이세요? 지금 이거 일주일치 일한거 다 별로야 그게 무슨말이신지.? 음 못알아 듣겠어? 다시 하라고 중간에 말씀해주시지 처음부터 다시 해야하는걸요? 그러니까 말귀 못알아먹어? 다시 하라고 지금부터 다하려면 이번주 내내 야근해야해요. 내가 회사고 시켰으면 군말없이 해주겠어? 네 알겠습니다. 해보겠습니다,직장 내 괴롭힘 대화
지금 뭐해요? 시간있어요? 주색 네 무슨 일이세 연월일 요? 지금 자녀 이거 일주일치 일한거 다 별로야 그게 무슨말 정한 이신지.? 음 못알아 듣겠어? 다시 탈출 오늘날 하라 구리다 고 사이 납부 시간 중간 중편 에 말씀해주시지 처음부터 다시 해야하는걸 국한 한도 요 타이밍 ? 그러니까 말귀 못 볼일 알아먹어? 다시 연기 하라 고생 고령 고 고생 지금부터 다하려면 이번주 내내 야근해야해요. 착수 업 내가 상사 국한 현세 고 시켰으면 군말없이 해주겠어? 태양 이야기 네 시작 알겠습니다. 해보겠습니다,직장 내 괴롭힘 대화
어머 안녕하세요 석훈이 어머님이죠? 네 안녕하세요 다들 여기서 만나네요 두나 엄마예요 아. 안녕하세요 저희는 바빠서 그럼 이만 네 가세요 두나 얘기 들었어요? 약간 선척적으로 문제가 있다던데 그러니까요 석훈이가 친해질까봐 겁나네요 약간 거리를 둬야겠어요 괜히 문제라도 신기면 맞아요 혹시 모르니 저기요 저희 두나가 뭐 잘못이라도 했어요? 단순히 문제있는 걸로 사람 너무하는 거 아니예요? 아니 저희는 참나 아니 문제 있는 애를 왜 일반학교에 보내요? 특수학교로 보내야지? 같이 두면 문제 생길까봐 무섭네요 아주!!!,기타 괴롭힘 대화
어머 애석훈있는 어머님이죠? 네 안녕하세요둬야겠어요다들 서괜히모르니아니예요두나 는 아. 안녕하세요 저희는 그럼 이만 네 가세요학교두나 얘기를들었어요? 약간 가적으로여기문제가 있다던데아니 그러니까요 석훈이 친해질까봐 라도 잘못 거리 약간 문제겁나네요 생기면 맞아요 만나네요 저기요 저희안녕하세요두나가 뭐 이라도 했어요? 단순히 문제이 걸로 사람 너무하는무섭네요 보내야지? 아니선척 예요문제참나저희거 있는 를 왜바빠서일!!!학교에 보내요? 특수 로 ? 같이 두면 문제엄마생길까봐 혹시 아주반,기타 괴롭힘 대화
제대로 안하지? 일단 미안해 사죄할게 필요없고 오늘 안으로 보내 혹시 내일까지만 기다려 줄 수 있을까?진짜 미안한데 오늘까지는 힘들것같아. 죽고싶냐진짜 친구 죽는거 원하면 그럼 오늘 밤까지라도 안될까?친구는 제발 건들지 말아줘 약속대로.이거 하나만 부탁할게 원하는거 다 해줄게 그니까 이것만 하면 되잖아 친구 살아있다는 것만 보장해주라 그건 니가 보내고 나서 확인하고.수틀리면 니 친구 팔 잘라서 인증할게 최대한 노력할게 조금만 기다려줘 중간에 연락 끊기면 뒤진다,협박 대화
제대로 안하지 반송하 ? 일단 미안해 사과할게 시작하 필요없고 사죄 오늘 안 유지 으로 보내 혹시 내일까지만 기다려 벗 오늘날 미소 줄 수 있을까?진짜 미안한데 소득 오늘까지는 힘들것같아 인식 . 죽고싶냐 정계 진짜 친구 죽는거 원하면 그럼 오늘 밤 지인 지우 안쪽 까지라도 안될까?친구는 제발 건 벗 들지 말아줘 약속대로. 벗 이거 원칙 하나만 부탁할게 개시하 원하는거 다 번화가 해줄게 그니까 매각 이 친지 것만 하면 되잖아 친구 살아있다는 것만 보장 미소 해주라 그건 판매 사내 니가 보내고 나서 확인하고.수틀리 사이사이 면 니 친구 사이 상접 팔 거리 잘라서 인증할게 귀 인물 최대한 노력할게 조금만 기다려줘 중간에 연락 전하 접촉 선 끊기면 뒤진다,협박 대화
너 그거 뭐냐? 아무것도 아니야 아니긴? 이리 줘봐 돌려줘! 이야 이거 이번 신상 아니야 생모가 생일선물로 주신거야! 야 잠깐만 빌리자 달라니까! 내가 지금 이거 뺏는거야? 잠깐 빌리자고 그런 게 어딨어!,갈취 대화
너 그거 뭐냐? 아무 요즈음 것도 아니야 아니긴? 메추라기 이리 줘 최근 봐 귓바퀴 늑대 법 대하 당대 돌려줘! 이야 이거 이번 신상 아니야 어머니가 생일 촌지 선물로 주신거야! 야 법 잠깐 점유 만 빌리자 달라니까! 메추라기 내가 녀석 지금 이거 뺏는거야? 잠깐 국한 빌리자고 그런 게 어딨어!,갈취 대화
야 신발샀냐? 이쁘네? 응. 부모가 사줬어. 그건 안 궁금하고 빨리 안 벗냐? 안돼! 생일선물이란말이야! 너희 어머니가 내 생일 선물로 준셈치면되지 안돼! 저번에 빌려간 아이패드도 안줬잖아. 아이패드는 아직도 빌리는 상태인거고 . 이 신발 너보다 내가 더 잘어울릴거같아 제발 그만 가져가.,갈취 대화
