idx,class,conversation
4219,일반 대화,"대출을 연체하고 있는데, 어떻게 해결할 수 있을까요?
연체가 발생하면 우선 고객님과 연락을 취하여 상환 계획을 조정하는 방법을 제시합니다.
상환 계획을 변경할 수 있나요?
네, 상환 기간을 재조정할 수 있습니다. 다만, 연체 이자가 부과될 수 있습니다."
4220,일반 대화,"환자의 혈액 순환에 심각한 문제가 발생했습니다.
그럼 수술이 필요한 건가요?
맞습니다. 혈관 수술을 통해 상태를 개선해야 합니다.
그럼 수술 준비를 해야겠네요. 절차가 어떻게 되나요?"
4221,일반 대화,"이 음료는 너무 달아요.
죄송합니다. 너무 달게 나오지 않도록 조절해 드리겠습니다.
다시 음료를 가져다줄 수 있나요?
네, 음료를 새로 준비해서 가져다 드리겠습니다."
4222,일반 대화,"이 문서 마지막 확인을 해 봐야 할 것 같아요.
네, 저도 그 부분 조금 더 체크할게요.
그럼 마지막 확인 후에 보내면 되겠죠?
네, 확인 후 바로 보내요."
4223,일반 대화,"다음 주에 발표 있잖아.
응, 자료는 다 모았어?
아직 정리 중이야. 같이 하자.
그래, 도서관에서 보자."
4224,일반 대화,"어디 먼저 갈까?
롤러코스터 타러 갈래?
좋아! 근데 무서운 거 아니야?
걱정하지 마, 금방 끝나!"
4225,일반 대화,"김 대리님, 보고서는 언제까지 제출해야 하나요?
내일까지 부탁드려요.
네, 오늘 밤까지 마무리할게요.
도와드릴 거 있으면 말씀 주세요."
4226,일반 대화,"과제 다 했어?
아직이야. 너무 많아.
나도 겨우 끝냈어.
우리 같이 도서관 갈래?"
4227,일반 대화,"할머니, 오늘은 뭐 드시고 싶으세요?
아무거나 괜찮단다.
그럼 된장찌개 끓여 드릴게요.
고맙다, 우리 손주."
4228,일반 대화,"이 자켓 너무 멋있어요, 어떤 스타일이에요?
이 자켓은 캐주얼한 느낌으로 다양한 옷과 잘 어울려요.
너무 좋아요! 가격은 어떻게 되나요?
이 자켓은 8만 원입니다."
4229,일반 대화,"대출을 연체하고 있는데, 어떻게 해결할 수 있을까요?
연체가 발생하면 우선 고객님과 연락을 취하여 상환 계획을 조정하는 방법을 제시합니다.
상환 계획을 변경할 수 있나요?
네, 상환 기간을 재조정할 수 있습니다. 다만, 연체 이자가 부과될 수 있습니다."
4230,일반 대화,"제가 주문한 물건이 손상된 상태로 왔어요.
그 부분에 대해 사과드립니다. 교환 처리를 해드리겠습니다.
어떻게 교환을 진행할 수 있나요?
제품을 반품해 주시면 새 제품으로 교환해 드리겠습니다."
4231,일반 대화,"어디 가는 길이야?
그냥 친구랑 약속 있어서 가는 중이야.
그럼 친구랑 어디 가?
커피숍에서 만날 거야.
그 커피숍 자주 가는 곳이야?
응, 그곳은 커피 맛이 정말 좋아.
그럼 좋은 시간 보내!
고마워, 너도 잘 지내!"
4232,일반 대화,"대출을 갚지 못하면 어떻게 되나요?
연체가 되면 추가적인 이자와 연체료가 부과됩니다. 계속 연체되면 법적 조치가 있을 수 있습니다.
그럼 연체가 되지 않도록 하려면 어떻게 해야 하나요?
상환 계획을 조정하거나, 제때 상환을 완료하는 것이 중요합니다."
4233,일반 대화,"배고프지 않아요? 뭐 먹을까요?
저는 핫도그 먹고 싶어요.
그럼 저도 핫도그요!
여기 핫도그 진짜 맛있어요."
4234,일반 대화,"오늘 체육 시간 어땠어?
축구 했는데 완전 재미있었어.
나도 축구 좋아해! 누구랑 했어?
친구들이랑 했어."
4235,일반 대화,"요즘 재즈 많이 듣고 있어.
재즈! 그럼 어떤 아티스트 좋아해?
마일스 데이비스랑 존 콜트레인 좋아해.
멋지다, 두 아티스트 다 정말 유명하지.
맞아, 재즈의 깊이를 알게 해준 사람들.
마일스의 트럼펫 소리는 정말 특별해.
정말 감동적이지, 재즈는 깊이가 느껴져.
재즈는 들을수록 빠져들어."
4236,일반 대화,"오늘 체육 시간 어땠어?
축구 했는데 완전 재미있었어.
나도 축구 좋아해! 누구랑 했어?
친구들이랑 했어."
4237,일반 대화,"이 공룡 장난감은 어떤 기능이 있나요?
이 공룡 장난감은 소리를 내고 움직일 수 있어요.
아이들이 정말 좋아할 것 같아요!
네, 이 장난감은 인기 있는 제품 중 하나예요."
4238,일반 대화,"현재 심장 기능이 많이 약해져 있습니다.
그렇다면 수술 외에 다른 방법은 없나요?
현재로서는 수술이 최선입니다.
그럼 빠른 결정을 해야겠네요. 수술을 준비할게요."
4239,일반 대화,"실례합니다, 사진 한 장 찍어주실 수 있나요?
네, 물론이죠.
여기서 찍어주시면 돼요.
자, 찰칵! 잘 나왔어요."
4240,일반 대화,"회사에서 스트레스 진짜 많이 쌓였어요.
그러니까요, 오늘은 그런 거 다 잊고 즐깁시다.
그래요! 술 한 잔 하니까 마음이 가벼워지네요.
맞아요, 이런 자리가 필요했어요."
4241,일반 대화,"아침으로 보통 뭐 먹어?
보통 시리얼 먹어.
시리얼! 어떤 맛 좋아해?
초코 시리얼이랑 과일 시리얼 좋아해.
아침에 간단하게 먹기에 딱 좋지.
맞아, 빠르고 간편해서 좋아.
그럼 시리얼은 우유에 먹어?
응, 우유랑 먹으면 더 맛있어."
4242,일반 대화,"이 그림 너가 그린 거야?
응, 직접 그렸어.
색감이 진짜 좋다!
고마워, 칭찬 들으니 힘난다."
4243,일반 대화,"오늘 운동했어?
응, 아침에 헬스 다녀왔어.
부지런하다! 무슨 운동했어?
웨이트랑 유산소 조금 했어."
4244,일반 대화,"오늘 회의 안건은 뭐였죠?
신제품 마케팅 전략 논의입니다.
자료는 다들 공유 받으셨나요?
네, 확인했습니다."
4245,일반 대화,"요즘 그림 그려?
응, 수채화 연습하고 있어.
오 멋지다! 어떤 풍경 그렸어?
바닷가 풍경 그렸는데 재밌었어."
4246,일반 대화,"여기 있는 놀이기구 다 타봤어?
아직 몇 개 못 타봤어.
그럼 다 같이 하나씩 타자!
좋아, 순서대로 타자."
4247,일반 대화,"너무 지루해요. 할 일이 없네요.
병원에서는 잠시 쉬면서 치료에 집중하는 게 좋습니다.
그럼 책이나 스마트폰을 사용해도 되나요?
네, 그렇게 하시면 됩니다. 다만 너무 오래 사용하지 않도록 하세요."
4248,일반 대화,"동아리에서 중요한 팁이 있을까요?
대화는 항상 잘 해두는 게 중요해.
그렇군요, 잘 기억할게요.
맞아, 소통이 잘 되어야 일이 잘 풀려."
4249,일반 대화,"이번 주 업무 진도가 어때요?
지금까지 계획대로 진행되고 있어요.
다행이네요, 그럼 이번 주도 힘내서 끝내 봅시다.
맞아요, 우리가 잘 할 수 있을 거예요."
4250,일반 대화,"내일 중요한 고객 미팅이 있는데 준비는 잘 됐나요?
네, 저는 자료 준비는 다 끝났고, 발표 연습도 했어요.
그럼 내일 미팅 잘 될 것 같네요.
맞아요, 다들 준비 잘 했으니까 걱정 없을 거예요."
4251,일반 대화,"연체가 장기화되면 상환 금액이 증가할 수 있습니다. 최대한 빨리 상환을 해주세요.
지금은 상환이 어려운 상황입니다. 상환 기한을 다시 연기해 줄 수 없을까요?
연기 요청은 불가합니다. 연체금과 연체료가 추가될 수 있습니다.
알겠습니다. 빠르게 상환하겠습니다."
4252,일반 대화,"집을 좀 더 깨끗하게 청소해 주실 수 있나요?
그 부분은 신경 써서 청소하도록 하겠습니다.
청소는 언제쯤 될까요?
내일 오후에 청소해 드리겠습니다."
4253,일반 대화,"이번 프로젝트 진행 상황 어때?
현재까지는 잘 진행되고 있어.
그럼 예상보다 일정이 늦어지는 일은 없겠네?
아니, 계획대로 진행 중이야.
그럼 이번 주까지 주요 마일스톤은 달성할 수 있겠지?
네, 이번 주 안에 주요 목표는 다 끝낼 수 있을 거야.
좋아, 그럼 내일 중간 점검 회의 진행하자.
알겠어, 내일 회의 준비할게."
4254,일반 대화,"선생님, 이 문제 너무 어려워요.
괜찮아요, 차근차근 설명해줄게요.
감사합니다! 다시 한 번 설명해 주세요.
먼저 문제를 다시 한번 살펴봅시다."
4255,일반 대화,"회사에서 팀워크가 중요하다고 느꼈어요.
그렇죠, 서로 도와주고 협력하는 게 중요하죠.
오늘은 좋은 팀워크가 느껴지는 밤이에요.
그렇네요, 술자리에서 더 돈독해지는 것 같아요."
4256,일반 대화,"왜 이렇게 병원에서 대기만 하고 있나요?
불편을 드려 죄송합니다. 지금 바로 치료를 시작할 수 있도록 하겠습니다.
치료는 언제 시작될까요?
곧 의사 선생님께서 오셔서 치료를 시작할 예정입니다."
4257,일반 대화,"휴대폰을 떨어뜨린 것 같은데 못 보셨나요?
아까 저쪽에서 뭔가 본 것 같아요.
정말요? 가서 확인해볼게요.
네, 행운을 빌어요."
4258,일반 대화,"색연필이 좋아? 마카가 좋아?
나는 색연필이 손에 잘 맞아.
세밀하게 표현하기 좋지?
응, 부드럽고 섬세해서 좋아."
4259,일반 대화,"지금 출차하려는데 차가 너무 많다.
그래도 금방 빠져나갈 수 있을 거야.
저 앞에 차가 나가니까 따라가면 될 것 같아.
좋은 생각이네, 저 앞에 나가면 훨씬 빨리 나갈 수 있을 것 같아."
4260,일반 대화,"음악을 들을 때 보통 어디서 들어?
난 주로 집에서 스피커로 들어.
좋네, 그럼 좋은 스피커 있겠네!
맞아, 음질이 좋은 스피커로 듣는 게 최고야.
집에서 편하게 음악을 듣는 게 제일 좋아.
그런데 밖에서 듣는 것도 나름 괜찮지.
그래도 집이 가장 편안하긴 해.
그럼 요즘 어떤 장비로 듣고 있어?"
4261,일반 대화,"요즘 그림 그려?
응, 수채화 연습하고 있어.
오 멋지다! 어떤 풍경 그렸어?
바닷가 풍경 그렸는데 재밌었어."
4262,일반 대화,"오늘 회의는 어떻게 될까요?
회의 내용은 좀 복잡한데요, 준비는 다 했나요?
네, 거의 준비 다 했어요.
그럼 회의에서 잘 얘기해 봅시다."
4263,일반 대화,"이번 회의에서 어떤 목표를 설정할 거야?
우리는 이번 분기 목표를 설정해야 해.
그럼 목표를 어떻게 설정할 계획이야?
각 팀에서 목표를 제시하고, 그에 맞는 실행 계획을 세울 거야.
그럼 각 팀별 목표는 어떻게 조정할 거야?
각 팀의 현재 상황을 반영해서 목표를 조정할 예정이야.
그럼 목표를 구체적으로 정하는 게 중요하겠네.
맞아, 구체적인 목표를 설정해서 모든 팀이 따라갈 수 있도록 해야 해."
4264,일반 대화,"발표 자료는 준비되셨나요?
네, 화면 공유하겠습니다.
말씀드릴 내용은 세 가지입니다.
먼저 시장 분석 결과부터 말씀드리겠습니다."
4265,일반 대화,"실례합니다, 사진 한 장 찍어주실 수 있나요?
네, 물론이죠.
여기서 찍어주시면 돼요.
자, 찰칵! 잘 나왔어요."
4266,일반 대화,"아침으로 보통 뭐 먹어?
보통 시리얼 먹어.
시리얼! 어떤 맛 좋아해?
초코 시리얼이랑 과일 시리얼 좋아해.
아침에 간단하게 먹기에 딱 좋지.
맞아, 빠르고 간편해서 좋아.
그럼 시리얼은 우유에 먹어?
응, 우유랑 먹으면 더 맛있어."
4267,일반 대화,"이 바지는 어떻게 스타일링하면 좋을까요?
이 바지는 셔츠나 티셔츠와 매칭하면 잘 어울려요.
그럼 여기에 어울릴만한 상의는 뭐가 있나요?
그럼 흰색 티셔츠나 네이비 셔츠 추천할게요."
4268,일반 대화,"점심 뭐 드실래요?
오늘은 간단하게 김밥 어때요?
좋아요, 나도 그거 먹고 싶었어요.
그럼 같이 나가요."
4269,일반 대화,"다음 주에 발표 있잖아.
응, 자료는 다 모았어?
아직 정리 중이야. 같이 하자.
그래, 도서관에서 보자."
4270,일반 대화,"월세는 언제까지 납부해야 하나요?
월세는 매달 5일까지 납부하셔야 합니다.
그럼 매달 자동이체로 납부해도 되나요?
네, 자동이체로 납부하셔도 됩니다."
4271,일반 대화,"이 퍼즐은 뭐가 다른가요?
이 퍼즐은 입체적으로 조립할 수 있어요.
오, 정말 흥미로워요! 나이 제한은 있나요?
6세 이상이 적당해요."
4272,일반 대화,"상품 설명과 다르게 품질이 너무 낮아요.
죄송합니다. 저희가 상품에 대해 충분히 설명드리지 못한 점 사과드립니다.
이런 경우 어떻게 보상받을 수 있나요?
상품을 반품하시면 전액 환불 처리해드리겠습니다."
4273,일반 대화,"이 문서 마지막 확인을 해 봐야 할 것 같아요.
네, 저도 그 부분 조금 더 체크할게요.
그럼 마지막 확인 후에 보내면 되겠죠?
네, 확인 후 바로 보내요."
4274,일반 대화,"선배, 이 동아리에 들어오길 잘한 것 같아요.
나도 그랬어, 진짜 많은 걸 배울 수 있었어.
저도 더 열심히 활동할게요.
그럼 함께 성장해가자!"
4275,일반 대화,"해산물 좋아해?
응, 해산물 좋아해. 특히 새우!
새우는 진짜 맛있지, 어떤 요리로 좋아해?
새우튀김도 좋아하고, 새우 볶음밥도 좋아해.
해산물 요리는 항상 신선한 재료로 만들어야 맛있어.
맞아, 신선도가 중요한 거 같아.
그럼 새우 요리 어디서 자주 먹어?
해산물 전문 음식점에서 자주 먹어."
4276,일반 대화,"현재 환자의 신경 상태가 매우 불안정합니다.
그럼 어떻게 치료를 시작해야 하나요?
상태에 따라 치료 방법을 결정할 수 있습니다.
그러면 우선 환자의 상태를 안정시켜야겠네요."
4277,일반 대화,"집을 바꾸고 싶은데, 계약을 어떻게 종료해야 하나요?
계약 종료는 계약서에 명시된 규정대로 진행됩니다.
그럼 언제까지 통보해야 하나요?
통보는 최소 2주 전에 해 주셔야 합니다."
4278,일반 대화,"유화 해본 적 있어?
한 번 해봤는데 어렵더라.
도구가 많아서 손이 많이 가지?
그래도 결과물은 만족스러웠어."
4279,일반 대화,"현재 환자의 신경 상태가 매우 불안정합니다.
그럼 어떻게 치료를 시작해야 하나요?
상태에 따라 치료 방법을 결정할 수 있습니다.
그러면 우선 환자의 상태를 안정시켜야겠네요."
4280,일반 대화,"디저트 먹고 싶다.
케이크 먹을래?
좋지! 생크림 케이크 있나?
가게 한 번 찾아보자."
4281,일반 대화,"상태가 나아지지 않아서 너무 걱정돼요.
이해합니다. 치료 방법을 재검토하고 더 효과적인 방법을 적용하겠습니다.
그럼 치료가 더 효과적으로 될까요?
치료를 조정해서 더 나은 결과를 도출할 수 있도록 하겠습니다."
4282,일반 대화,"선생님, 이 문제 어떻게 풀어요?
이 문제는 먼저 공식을 확인하고 풀면 돼요.
그럼 이 식을 어떻게 변형하나요?
변형 방법은 이렇게 하면 돼요."
4283,일반 대화,"대출을 연체하고 있는데, 어떻게 해결할 수 있을까요?
연체가 발생하면 우선 고객님과 연락을 취하여 상환 계획을 조정하는 방법을 제시합니다.
상환 계획을 변경할 수 있나요?
네, 상환 기간을 재조정할 수 있습니다. 다만, 연체 이자가 부과될 수 있습니다."
4284,일반 대화,"이 공간 너무 좁아서 주차할 수 있을까?
조금 좁지만 괜찮을 거야. 천천히 해.
알겠어, 조심히 할게.
응, 잘 할 수 있을 거야."
4285,일반 대화,"발표 자료는 준비되셨나요?
네, 화면 공유하겠습니다.
말씀드릴 내용은 세 가지입니다.
먼저 시장 분석 결과부터 말씀드리겠습니다."
4286,일반 대화,"안녕하세요, 계약 갱신에 대해 이야기할 수 있을까요?
네, 안녕하세요. 계약 갱신에 대해 얘기해 보죠.
이번에 월세를 조금 인상하려고 하는데 괜찮으신가요?
네, 괜찮습니다. 얼마를 인상할 예정인가요?"
4287,일반 대화,"엄마, 나 오늘 늦게 들어올 것 같아.
그래, 저녁은 챙겨 먹고 다녀.
응, 알겠어. 걱정하지 마!
늦지 않게만 와."
4288,일반 대화,"의사 선생님은 언제 오시나요?
오늘 오후에 의사 선생님께서 병실을 방문하실 예정입니다.
그러면 그때 다시 진료를 받게 되겠군요?
네, 맞습니다. 오후에 진료가 있습니다."
4289,일반 대화,"이 셔츠는 어떤 스타일인가요?
이 셔츠는 슬림핏이라 몸에 딱 맞게 입을 수 있어요.
슬림핏 좋아요. 그럼 사이즈는 어떻게 돼요?
S, M, L 사이즈가 있어요."
4290,일반 대화,"선생님, 오늘 숙제는 뭐죠?
오늘은 수학 5번 문제 풀어오세요.
알겠습니다! 다른 과목은 없나요?
오늘은 그게 전부입니다."
4291,일반 대화,"다음 주에 발표 있잖아.
응, 자료는 다 모았어?
아직 정리 중이야. 같이 하자.
그래, 도서관에서 보자."
4292,일반 대화,"안녕하세요, 주문한 제품이 아직 도착하지 않았어요.
정말 죄송합니다. 확인해본 결과 배송에 지연이 있었던 것 같습니다.
그럼 언제쯤 도착할 수 있을까요?
내일 중으로 배송을 완료할 수 있도록 하겠습니다."
4293,일반 대화,"오늘 점심 뭐 먹을까?
라면 어때? 간단하고 맛있잖아.
좋아! 김치도 같이 먹자.
그럼 내가 끓일게."
4294,일반 대화,"오늘 치료는 어떻게 되나요?
오늘은 혈액검사 후에 진료가 있을 예정입니다.
검사는 얼마나 걸리나요?
보통 30분 정도 소요됩니다."
4295,일반 대화,"오늘 방과 후에 뭐 할 거야?
집에 가서 과제 좀 해야 돼.
아, 그럼 나도 과제 해야지.
우리 같이 하자!"
4296,일반 대화,"이번 프로젝트 진행 상황 어때?
현재까지는 잘 진행되고 있어.
그럼 예상보다 일정이 늦어지는 일은 없겠네?
아니, 계획대로 진행 중이야.
그럼 이번 주까지 주요 마일스톤은 달성할 수 있겠지?
네, 이번 주 안에 주요 목표는 다 끝낼 수 있을 거야.
좋아, 그럼 내일 중간 점검 회의 진행하자.
알겠어, 내일 회의 준비할게."
4297,일반 대화,"줄넘기 해봤어?
어릴 때 이후로 안 해봤다.
지금 해도 재밌어!
그럼 한 번 도전해볼까?"
4298,일반 대화,"이 퍼즐은 뭐가 다른가요?
이 퍼즐은 입체적으로 조립할 수 있어요.
오, 정말 흥미로워요! 나이 제한은 있나요?
6세 이상이 적당해요."
4299,일반 대화,"집을 바꾸고 싶은데, 계약을 어떻게 종료해야 하나요?
계약 종료는 계약서에 명시된 규정대로 진행됩니다.
그럼 언제까지 통보해야 하나요?
통보는 최소 2주 전에 해 주셔야 합니다."
4300,일반 대화,"신입사원 교육 일정 나왔나요?
네, 다음 주 월요일부터 시작이에요.
준비는 잘 되어 있죠?
네, 모두 체크했습니다."
4601,일반 대화,"오늘 점심 뭐 먹었어?
회사 근처 새로 생긴 국수집에서 냉면 먹었어.
맛있었어? 나도 거기 가보고 싶은데.
응, 생각보다 괜찮았어. 국물이 시원하더라고.
가격은 어떻게 돼?
만원 정도야. 양도 적당했어.
점심 치고는 좀 비싼 것 같은데.
근데 식재료가 신선해서 그런지 가격 값은 하더라고.
그럼 나도 내일 한번 가봐야겠다.
가보면 좋을 것 같아. 냉면 말고도 만두도 맛있대."
4602,일반 대화,"이번 주말에 뭐해?
특별한 계획은 없어. 집에서 쉴 것 같아.
같이 영화 볼래?
좋아. 어떤 영화 보고 싶은데?
요즘 화제인 그 액션 영화 어때?
괜찮을 것 같아. 몇 시에 만날까?
저녁 7시쯤 어때?
좋아. 영화관은 어디로 갈까?
시내에 있는 메가박스로 하자.
알았어. 토요일 저녁 7시, 시내 메가박스에서 보자."
4603,일반 대화,"커피 한잔할래?
좋아, 근처에 괜찮은 카페 알아?
여기서 2분 거리에 새로 생긴 곳이 있어.
거기 특별한 메뉴 있어?
시그니처 음료가 바닐라 크림 라떼인데, 맛있대.
그래? 한번 마셔볼래.
나는 아메리카노 마실래.
혹시 디저트도 같이 먹을래?
당연하지. 초코케이크 어때?
좋아. 그럼 가자."
4604,일반 대화,"저기요, 이 버스 시청 지나가나요?
네, 세 정거장 후에 시청 정류장이 나옵니다.
감사합니다. 혹시 얼마나 걸릴까요?
지금 교통량이 많아서 약 15분 정도 걸릴 것 같네요.
알겠습니다. 카드 결제 되나요?
네, 교통카드와 현금 모두 가능합니다.
다행이네요. 현금이 없어서요.
걱정 마세요. 하차벨은 문 옆에 있습니다.
네, 감사합니다.
천천히 앉으세요. 출발합니다."
4605,일반 대화,"안녕하세요, 이 옷 M사이즈 있을까요?
잠시만요, 창고에 재고가 있는지 확인해보겠습니다.
감사합니다.
손님, 확인해보니 M사이즈는 품절이고 S와 L사이즈만 남아있네요.
아쉽네요. 혹시 다른 매장에서 주문 가능한가요?
네, 온라인으로 주문하시면 2-3일 내에 받아보실 수 있습니다.
그럼 온라인으로 주문할게요. 어떻게 하면 되죠?
저희 앱을 다운받으시거나 웹사이트에서 주문하시면 됩니다.
알겠습니다. 도움 감사합니다.
더 필요한 것 있으시면 말씀해주세요."
4606,일반 대화,"야, 숙제 다 했어?
아직 수학 문제 몇 개 남았어. 너는?
나도 거의 다 했어. 근데 마지막 문제가 너무 어려워.
어떤 문제인데?
삼각함수 증명하는 거. 혹시 풀었어?
응, 그거 공식 적용하면 쉽게 풀려.
나 좀 도와줄래?
그래, 내일 학교에서 설명해줄게.
고마워. 내일 아침 일찍 보자.
응, 8시에 교실에서 만나."
4607,일반 대화,"도서관에 있는 책 좀 연장하고 싶은데요.
네, 회원카드나 전화번호 알려주시겠어요?
010-1234-5678입니다.
확인해보니 '습관의 힘'과 '사피엔스' 두 권 대출 중이시네요.
맞아요. 두 권 다 연장할 수 있을까요?
'습관의 힘'은 예약자가 있어서 연장이 어렵고, '사피엔스'는 가능합니다.
그럼 '사피엔스'만 2주 더 연장해주세요.
네, 연장 처리 완료되었습니다. 반납일은 5월 15일입니다.
감사합니다. 혹시 새로 들어온 책 있나요?
이번 주에 신간 코너에 20여 권이 새로 들어왔습니다. 관심 있으시면 1층에서 확인해보세요."
4608,일반 대화,"여보세요, 김민수 씨 계신가요?
네, 제가 김민수입니다. 누구세요?
안녕하세요, 대한 보험사 이지연입니다. 지난번 문의하신 보험 상품 관련해서 연락드렸습니다.
아, 네. 기억합니다.
추가 정보를 이메일로 보내드렸는데 확인하셨나요?
아직 확인하지 못했어요. 언제 보내주셨죠?
오늘 오전에 발송했습니다. 혹시 스팸함도 확인해보셨나요?
지금 바로 확인해볼게요. 잠시만요.
네, 기다리겠습니다.
방금 확인했습니다. 감사합니다. 내용 검토 후 다시 연락드릴게요."
4609,일반 대화,"이번 주말에 등산 갈래?
좋지. 어디로 갈 생각이야?
북한산 쪽이 요즘 단풍이 예쁘대.
그래? 몇 시에 만날까?
아침 8시에 역 앞에서 만나면 어떨까?
조금 이른데... 9시는 안 될까?
그래, 9시도 괜찮아. 장비는 다 있어?
등산화랑 배낭은 있어. 혹시 등산스틱 빌려줄 수 있어?
그래, 내가 가져갈게. 도시락은 어떻게 할까?
각자 준비하는 게 좋을 것 같아. 나는 김밥 싸갈게."
4610,일반 대화,"오늘 회의 몇 시에 시작이죠?
오후 2시부터 4시까지예요.
회의실은 어디로 예약되어 있나요?
3층 대회의실입니다.
프로젝터 준비되어 있나요?
네, 미리 점검해뒀습니다. 노트북만 연결하시면 됩니다.
참석자 명단은 확인하셨나요?
네, 총 12명 참석 예정입니다.
자료는 인쇄해 오셨나요?
네, 모든 준비 완료했습니다. 걱정 마세요."
4611,일반 대화,"이번 방학에 뭐 할 거야?
아르바이트 구하려고. 너는?
나는 토익 학원 다닐 거야.
어디 학원 다닐 거야?
강남에 있는 메가 학원이야. 같이 다닐래?
시간이 될지 모르겠어. 몇 시에 수업이야?
오전반은 9시부터 12시, 오후반은 2시부터 5시까지야.
그럼 아르바이트하면서 저녁반 다닐 수 있을까?
저녁반도 있어. 7시부터 10시까지.
오, 그거 좋네. 한번 알아볼게."
4612,일반 대화,"저기요, 이 셔츠 얼마인가요?
29,000원입니다. 지금 세일 중이에요.
다른 색상도 있나요?
네, 흰색, 검정, 네이비 세 가지 색상이 있습니다.
네이비 M사이즈 있을까요?
한번 확인해보겠습니다... 네, 재고 있습니다.
입어볼 수 있을까요?
물론이죠. 피팅룸은 저쪽에 있습니다.
감사합니다.
천천히 입어보세요."
4613,일반 대화,"안녕, 오랜만이야. 요즘 어떻게 지내?
잘 지내고 있어. 너는 어때?
나도 괜찮아. 새로운 회사로 이직했어.
정말? 어떤 회사로 갔어?
 IT 스타트업인데, 분위기가 정말 좋아.
업무는 적응 잘 하고 있어?
응, 아직 배울 게 많지만 재미있어.
그렇구나. 언젠가 시간 되면 회사 구경 가도 될까?
당연하지! 언제든지 환영이야.
고마워. 곧 약속 잡자."
4614,일반 대화,"이 근처에 맛있는 식당 있을까요?
네, 길 건너편에 김치찌개 맛집이 있어요.
가격대는 어떻게 되나요?
한 명당 만원 정도면 충분히 드실 수 있어요.
예약은 필요한가요?
주말 저녁에는 사람이 많아서 예약하시는 게 좋아요.
지금 전화해볼게요. 혹시 전화번호 아세요?
02-123-4567이에요.
감사합니다!
맛있게 드세요."
4615,일반 대화,"컴퓨터가 자꾸 느려지는데 어떻게 해결할 수 있을까요?
임시 파일을 정리해보시는 건 어떨까요?
어떻게 하는 건가요?
제어판에서 '디스크 정리' 기능을 사용하시면 됩니다.
알려주셔서 감사합니다. 다른 방법도 있을까요?
바이러스 검사도 한번 해보시는 게 좋을 것 같아요.
바이러스 프로그램은 무엇이 좋을까요?
무료라면 마이크로소프트 디펜더가 기본적으로 설치되어 있을 거예요.
확인해볼게요. 정말 도움이 되었습니다.
천천히 해보시고 안 되시면 다시 물어보세요."
4616,일반 대화,"다음 주 회식 장소 어디로 할까요?
지난번에 갔던 삼겹살집 어떨까요?
좋은 것 같아요. 인원은 몇 명 정도 될까요?
현재 10명 참석 예정입니다.
예약은 누가 할까요?
제가 예약해놓을게요. 시간은 언제가 좋을까요?
금요일 저녁 7시 어떨까요?
좋습니다. 회식 예산은 어떻게 되나요?
1인당 3만원으로 계획하고 있습니다.
알겠습니다. 내일까지 예약 완료하고 알려드릴게요."
4617,일반 대화,"이번 방학 계획 있어?
친구들이랑 제주도 여행 가려고.
몇 박 몇 일로 계획 중이야?
3박 4일로 생각하고 있어.
숙소는 정했어?
아직. 에어비앤비로 알아보는 중이야.
렌트카도 필요할 텐데.
응, 그것도 가격 비교 중이야.
여행 경비는 얼마나 예상하고 있어?
1인당 50만원 정도 생각하고 있어."
4618,일반 대화,"이번 주말에 집들이하는데 올 수 있어?
몇 시에 하는데?
저녁 6시부터 시작할 거야.
주소 좀 알려줄래?
서울시 강남구 테헤란로 123번길 45야.
지하철역에서 가까워?
강남역 3번 출구에서 도보 5분 거리야.
뭐 가져가면 될까?
특별히 필요한 건 없고, 간단한 음료수 정도만 괜찮아.
알았어, 일요일 저녁 6시에 볼게."
4619,일반 대화,"오늘 날씨 어때?
아침에는 좀 쌀쌀했는데 지금은 괜찮아.
점심 뭐 먹을래?
오늘은 분식이 당기는데 어때?
좋아. 근처에 맛있는 떡볶이집 있던데.
거기 가자. 몇 시에 만날까?
1시에 로비에서 만나면 어때?
좋아. 다른 사람들도 부를까?
민지랑 수진이도 부르자.
그래, 내가 연락해볼게."
4620,일반 대화,"지난주에 보내드린 기획안 검토해보셨나요?
네, 어제 확인했습니다. 전반적으로 좋았어요.
혹시 수정이 필요한 부분이 있을까요?
예산 부분에서 조금 더 세부적인 내역이 필요할 것 같습니다.
알겠습니다. 어떤 항목이 더 필요하신가요?
인건비와 마케팅 비용을 좀 더 구체적으로 나눠주시면 좋겠습니다.
수정해서 내일까지 다시 보내드리겠습니다.
감사합니다. 그리고 타임라인도 조금 조정이 필요해 보입니다.
네, 그 부분도 함께 검토하겠습니다.
수고하세요. 기다리겠습니다."
4621,일반 대화,"내일 발표 준비는 다 됐어?
거의 다 했어. PPT만 마무리하면 돼.
발표 시간은 얼마나 주어졌어?
15분 발표에 5분 질의응답이야.
꽤 긴데. 내용이 많아?
응, 그래서 지금 중요한 부분만 추려내는 중이야.
도움이 필요하면 말해.
고마워. 내용 한번 봐줄 수 있어?
물론이지. 메일로 보내줘.
오늘 저녁에 보낼게. 봐줘서 고마워."
