idx,class,conversation
1154,기타 괴롭힘 대화,"너 홍길동이랑 사귄다며
응 맞아
니가 어울린다고 생각해 웃겨 정말
왜 그래
내가 홍길동이라면 진짜 창피할 거 같아
아니야
홍길동한테 피해 끼치지 않고 헤어지는 게 좋을 텐데
맞아 두 사람은 하나도 안 어울리니까 말이야
왜 그래 너까지
뭐 내가 틀린 말 한 것도 아니고"
1158,기타 괴롭힘 대화,"너 피아노 좀 쳐봐.
싫어.
왜 손가락 없다고 유세 떠는 거야?
이씨.
비행기라도 쳐보라니까? 왜 못치지?
하지마.
너 내가 볼 땐 의지 문제야. 손가락 없다고 비행기를 못치냐.
흑.
신발 벗겨줄까? 발로 함 쳐보지 그래?
싫어."
1170,직장 내 괴롭힘 대화,"저 부장님 다음주에 연차 좀 쓰려고 하는데요
연차? 니가 왜 연차를 써 이 바쁜 와중에
저희 부서 바쁜 시기는 금주로 얼추 마무리되지 않습니까
그걸 니가 왜 판단해? 안돼
저 올해 연차 한 번도 사용 못했습니다
회사 놀러오냐? 연차같은 소리하네
연차도 제 권리 중 하나입니다
들어나보자 회사 안 나오고 뭐하려고 하는데?
연차사용에 있어 사유는 굳이 밝히지 않아도 되는걸로 알고 있습니다
야 책상 빼 넌 오늘부로 해고야"
1171,기타 괴롭힘 대화,"얘들아 오늘은 내가 1루 수비할게
그래 돌아가면서 해보자
아 열받아. 운동도 못하는게!
지수야 어제 우리학교대숲에 올라온 내용 봤어?
응 그거 철수 욕이잖아
야 넌 빠져! 못하는게!!!!
으 음. 나 오늘은 배가 너무 아파서 수업 참여가 힘들 것 같네.
쟤는 왜저래 갑자기?
지수야 오늘 철수 학교 안왔지?
그러게 걱정되네"
1178,기타 괴롭힘 대화,"공책 돌려받길 원하면 빨리 뛰어봐. 이 굼벵아.
빨리 내놔.
빨릐 내놔아. 빨리 내놓으래. 웃기다.
아 내놓으라고!
내놓으롸고!
굼벵아 그러니 빨리 달려봐. 그게 뛰는거냐?
그만 좀 놀리고 내놔.
그만 좀 놀릐고 내놔.
넌 좀 그만 따라해.
넌 좀 그만 따라해애.
아 굼벵이 너무 느려서 재미없다. 네가 안 가져가니 이건 내가 가진다."
1190,기타 괴롭힘 대화,"너 홍길동이랑 사귄다며
응 맞아
니가 어울린다고 생각해 웃겨 정말
왜 그래
내가 홍길동이라면 진짜 창피할 거 같아
아니야
홍길동한테 피해 끼치지 않고 헤어지는 게 좋을 텐데
맞아 두 사람은 하나도 안 어울리니까 말이야
왜 그래 너까지
뭐 내가 틀린 말 한 것도 아니고"
1194,기타 괴롭힘 대화,"넌 얼굴이 왜 그렇게 생겼어?
내 얼굴이 왜?
다운증후군 걸린 애마냥 못생겼잖아
야.말을 왜 그런식으로 해
난 사실을 말한건데? 기분나빠?
아냐.
야쟤보고 장애인 닮았다니까 기분 나빠한다?
웃긴다 똑같이 생겼는데
그러니까
."
1203,기타 괴롭힘 대화,"우와 00아 너 이번에 올라온 사진 정말 예쁘더라.
아 응 고마워!
그래서 그 사진 보고 너가 입은 옷이랑 립스틱 따라 사고 싶은데 어디 제품인지 알려줄 수 있을까 ? 나 정말 너 좋아해서 따라하고 사진 찍고 싶어.
어. 0000 여기 제품이야.
우와 봤는데 너무 비싼 것 같아. 어차피 사진 한 번만 찍을 껀데 둘 다 빌려주면 안될까?
아 그래. 빌려줄게.
그러면 빌려주는 김에 전전 피드에 올린 옷도 같이 빌려줘!
아 그거는 내가 사촌언니 이미 빌려줘서 못 빌려줄 것 같아.
그래? 근데 나 진짜 너무 궁금한데 언니한테 얼른 다시 받아서 빌려주면 안될까? 너 엄청 착하잖아. 믿어도 되는거지?!
알겠어."
1218,직장 내 괴롭힘 대화,"거기. 어 그래 너.
부르셨습니까?
이거 서류들 정리해서 오늘까지 끝내 놔.
저. 퇴근까지 1시간밖에 안 남았는데요.?
근데 어쩌라고? 그래서 못하겠다는거야?
아니 그게 아니라. 내일까지 하면 안 될까요?
하. 이 새끼 대가리 좀 커졌다고 말대답을 하네? 하라면 하는거지 말이 많아?
그. 제가 오늘은 중요한 약속이 있어서요.
회사 일보다 네 약속이 더 중요하다 이거지? 이번 인사 이동 때 기대하라고
아. 죄송합니다. 오늘 내로 끝내고 가겠습니다."
1259,기타 괴롭힘 대화,"야 이 길동.
네 선배님!
오늘은 왠지 더 커진거 같다? 원래도 어마어마 했지만. 안그러냐?
그러네! 뽕이야?
네? 뭐라고요?
아니 네 키 말이야. 키
얘 다른 생각 했다. 이길동 그렇게 안 봤는데
그게 아니라 누가 들어도 오해할만한 말인거 같은데요.
아 선배가 장난 치는 건데 왜 이렇게 정색해. 우리 길동이 진지충이야?
아 나 진지충이랑 안 노는데."
1278,기타 괴롭힘 대화,"야 너 반지하에서 산다며?
응.그게 왜?
헐나같으면 벌레 엄청 나오는 반지하에서는 못살겠다.
벌레 없고 살만해 괜찮아.
너희 부모님은 돈이 없대? 거지야?
무슨 말을 그렇게 해.
아니 그냥 불쌍해서 우리 집은 요번에 아파트로 이사갔잖아 너무 좋더라
그렇구나 좋겠네.
반지하보다는 훨씬 좋지 종종 놀러와
그래"
1292,기타 괴롭힘 대화,"넌 목소리가 왜 그래? 듣기 싫어.
나도 내 목소리가 가끔 듣기 싫더라.
듣기 싫으니까 앞으로 너 학교와서 말하지마.
응? 선생님이 발표만 안 시키면. 그래볼게.
응 제발. 진짜 듣기 싫어 앵앵
그럼 목소리 다르게 내볼까?
아니. 그냥 너가 낸 소리 다 싫어.
난 너랑 잘 지내고 싶은데 넌 아닌가보구나.
응 내가 왜 너랑 잘지내?
알겠어."
1324,기타 괴롭힘 대화,"맛이 쓰레기네요 별점 1개 드립니다
손님 어떤 부분이 부족했을까요? 정말 죄송합니다
국물이 너무 뜨거웠네요 제가 따뜻하게 해달라고 했지 뜨겁게 해달랬나요?
저희 업장은 따뜻한 음식을 대접하기 위해 최선을 다합니다
다시는 이 집에서 못 시키겠어요

이러시면 영업 방해로 신고합니다
신고? 야 이새끼야 어디 할 테면 해봐! 요샌 을질이 더 심하다니까!
욕하지 마세요 덧글도 신고 접수 하겠습니다
어쩐지 사장 목소리부터 재수가 없더라니 확 망해버려야 해 이런 거지 같은 식당!
손님 더 이상 저희 식당 이용하지 말아주십시오
오라고 해도 안 간다!"
1426,협박 대화,"5년전 너가 나한테 상처줬던 말들 다 사과해
내가 너한테 뭘 어쨌는데?
가해자는 기억 못한다더니. 넌 오늘 내 손에 죽어
그 총으로 날 쏘겠다는 거야?
총알 다 장전되어 있어 이거 한 방이면 니 목숨은 끝이야
장난감 총으로 날 협박할 생각말고 그거 내려놔
니가 했던 말들 다 기억해내서 사과하기 전엔 어림없어
너 뭔가 오해가 있는 것 같은데 우선 진정 좀 해
내가 오해를 하고 있다고? 니 입부터 찢어버려야겠구나
제발 진정 먼저 해 말로 해결하자 응?"
1452,기타 괴롭힘 대화,"야 게이
게이 아니라고
맞잖아 게이새끼야
아 아니야
이새끼 전에 소설 보는거 봤어
아니라고 그냥 소설이었어
존나 같잖네 니가 무슨 소설이야 국어 8등급이
때리지마
때럐지뫄
아.
야 게이 어디 가? 야 게이새끼야"
1453,기타 괴롭힘 대화,"야 게이
게이 아니라고
맞잖아 게이새끼야
아 아니야
이새끼 전에 소설 보는거 봤어
아니라고 그냥 소설이었어
존나 같잖네 니가 무슨 소설이야 국어 8등급이
때리지마
때럐지뫄
아.
야 게이 어디 가? 야 게이새끼야"
1469,기타 괴롭힘 대화,"와 여기 자폐기질 애가 있네. 겁나게 물 흐리네
아니야. 나 그런거 없어
애 그거네 우리아이에게는 장애가 있어요 우리아이에게는 장애가 있어요
아니야. 그러지마
아니야 그러지마!!
그만하세요. 그러다 신고당해요
신고는 무슨 폭력도 안썼는데 신고는요. 이런자식 때문에 물흐립니다.
너 어디나오지말고 방에 박혀있어라 이자식아. 니네 엄마는 너낳고 미역국 맛있게 드셨냐?
그만해!
자식 또 엄마 건드린다고 움찔하네. 움찔움찔움찔"
1477,갈취 대화,"야 나 돈좀 빌려주라
어? 저번에 빌린것도 안갚았잖아.
그건 그거고 나 지금 급히 필요해서 그래
이번엔 힘들거같아.
너 진짜 이럴래? 너 나 앞으로 계속 봐야할텐데. 감당 가능하겠어?
얼마가 필요한데.
1000만원만 빌려줘
나 지금 그정도 돈 없어.
그럼 지금 대출이라도 받아서 빌려줘. 나 지금 대출이 안돼
그게 무슨 소리야."
1481,기타 괴롭힘 대화,"어머 얘 오랜만이다
안녕하세요 잘 지내셨어요?
얘 근데 넌 살이 좀 찐것 같다?
아.네 그렇네요.
여자애가 이렇게 살이 뒤룩뒤룩 찌면 남자들이 안좋아해. 얼른 살 좀 빼야겠다.
네 그럴게요.
그리고 너 쌍수할 생각은 없니?
네.? 하하.글쎄요.
내가 보니까 넌 쌍수를 해야되는 눈이야. 지금 봐 축 쳐져서 졸려보이니까 전체적인 인상이 어두워보이잖니. 안 그래?
네.고민해볼게요."
1482,기타 괴롭힘 대화,"아 멍청한 프린터기 같으니라고
야 왜그래
프린터가 제대로 안되잖아
내가 해볼게 됐지?
오 대박
으이구 기계치
맞아
너 카톡프사도 바꿀줄 모르지?
그정도는 아니거든
에이 맞는 거 같은 데 우리할머니가 너 보다 잘하겠다"
1502,기타 괴롭힘 대화,"야 너 반지하에서 산다며?
응.그게 왜?
헐나같으면 벌레 엄청 나오는 반지하에서는 못살겠다.
벌레 없고 살만해 괜찮아.
너희 부모님은 돈이 없대? 거지야?
무슨 말을 그렇게 해.
아니 그냥 불쌍해서 우리 집은 요번에 아파트로 이사갔잖아 너무 좋더라
그렇구나 좋겠네.
반지하보다는 훨씬 좋지 종종 놀러와
그래"
1504,기타 괴롭힘 대화,"어휴 야 넌 왤케 뚱뚱하냐?
내가 뚱뚱한게 뭐 어때서
야 보기만해도 역겨워
내가 뚱뚱한게 너한테 무슨 피해가 됐니?
어 당연히 됐지
뭔소리를 하는거야
야 보기만해도 역겨워서 밥이 안넘어가
미친건가?
야 저리꺼져 역겨우니까
어처구니가 없네"
1506,기타 괴롭힘 대화,"너가 쓴글 다 구라아님?
진짠데.
증명해봐. 어떻게 믿냐?
인터넷이라 신상털려서 안돼.
인터넷이라고 그렇게 구라치고 다니면서 팔로우 늘리니까 좋냐?
믿기 싫으면 믿지마.
니 실체를 사람들이 다 알아야하는데.
그만 대화걸었으면 좋겠다.
너 현생이 시궁창이라 여기서 발연기하네.
그만하라고"
1537,기타 괴롭힘 대화,"어 누구 닮은셧는데 ?
누구요
연예인 그 . 그 .
연예인은 다 너무 이쁘잖아요
에이 개그우먼은 아니잖아요
네 ? 개그우먼요 ?
그럼 배우게요 ?
아 제가 오버했네뇨 계산해주세요
개그우먼 궁금하지않아요 누구랑 닮앗는지 ?
네 궁금하지 않습니다 계산이나 해주세요"
1557,기타 괴롭힘 대화,"아 냄새.
 무슨 냄새?
 어디에서 썩는 냄새가.
 그만해.
 너보니까 음식 쓰레기 냄새난다.
 가 비켜.
 야 음쓰.
 가라고.
 너 썩었어. 얼굴이.
 제발 좀 그만 놀려. 나 정말 힘들어."
1566,기타 괴롭힘 대화,"너네 누나야 정말 예쁜데
사진 이리내
조금 본다고 닳아?
어디 나도 좀 보자
가슴 크다
그런 소리 하지마
그래 가슴은 우리 철수가 더 크지
하지마 사진 돌려줘
야 너네 누나 좀 소개시켜줘
아니야 나를 소개시켜줘 내가 예뻐해 줄게
너무 모욕적이야"
1567,기타 괴롭힘 대화,"저기요. 쿠팡잇츠에서 시킨 사람인데요. 빙수 맛이 다른데요?
네? 그럴리가 없는데. 혹시 주문번호가 어떻게 되나요.?
203번이요
아. 사인머스켓 팥빙수 시켜셨지요? 무엇이 문제인가요?
네. 샤인머스켓에서 단맛이 없고 사과처럼 퍼석 거리네요.
네? 그럴리가 없는데. 다른 고객님들은 아직 컴플레인 없으셨는데. 혹시 불 옆에서 조리를 하시거나 다른 음식이랑 섞인 건 아니신가요?
뭐? 팥빙수를 그냥 먹지 불에 조리를 어떻게 해요 미친거아니야. 그리고 내가 다른 음식이랑 왜 섞어서 먹어요. 됐고 빨리 환불해주세요.
네? 잠시만요. 사장님 죄송한데 쿠팡이츠 주문하신 분 음식이 이상하다고 환불해달라는데 어떻게 할까요?
머? 또 시작이네 붉어져봐야 우리만 손해니까 그냥 환불해드려.
네. 알겠습니다. 고객님 불편을 들여 죄송합니다. 지금 환불해드리겠습니다."
1623,직장 내 괴롭힘 대화,"김대리
출근시간이 왜 그래
저 항상 10분 일찍 나오는데요
한시간 일찍 나와
그건 좀.
내가 시킬 일이 있어
근무 시간에 할 수 있습니다
내가 개인적으로 시킬게 있어
그건 생각해볼께요
시끄러 시키는대로 해"
1721,갈취 대화,"나 이번달 용돈이 좀 부족하네? 니가 좀 더 줘야겠는데
응? 나도 용돈 다 써서 없어
무슨 소리야 부잣집 따님께서
정말이야 어제 준게 다야
정말? 그럼 니 속옷차림사진 뿌려도 돼?
제발 그러지 않기로 했잖아 지운다고 약속했잖아
너도 나랑 약속 안 지키는데 왜 난 지켜야해?
말도 안되는 약속을 어떻게 지켜
오늘 오후까지 5만원 안 가져오면 이 사진은 전교생한테 카톡으로 뿌려진다 명심해
제. 제발! 알았어 구해올게 사진은 지워줘"
1723,기타 괴롭힘 대화,"지금 지나가는 저 사람 니 남친 뚱뚱한게 꼭 너랑 똑같은 돼지네.
그런 심한말을.! 그런말은 하지 말아줘.
너 지금 나한테 대든거야? 어디서 꼬붕새끼가 말이 많아. 니 엄마도 돼지여서 너가 돼지새끼인거지?
우리 엄마는 그런 사람 아니야.!
꼴에 지 엄마 욕한다고 화낸다. 얘들아돼지가 화나서 날뛰니까 바닥이 울린다.
흑. 제발 그만해.
어 이 새끼 운다? 돼지가 우니까 돼지 육수가 좔좔 나오네? 돼지국밥 공짜로 먹고 좋다.
나 돼지 아니야. 나도 사람이야.!
어디서 돼지새끼가 사람행새를 해.! 닥치지 못해? 얼른 꿀꿀해봐. 소리내봐.
꿀꿀.돼지에요"
1736,기타 괴롭힘 대화,"야 내말 따라해봐. 안녕하세요. 김길동 입니다.
어. 왜. 그러지마.
하하 이거봐라. 얘 이것도 못 따라해. 장애인자식.

대답안하냐? 야? 어 ? 내말 씹냐고
아니야. 그러지마.
뭘 그러지마야 그럼 내말 좀 따라해보라고.
. 할 수 있어
뭘 할 수 있어야. 넌 아무것도 못해. 앞으로 어떻게 사냐. 불쌍해라 어휴
하지마."
1747,기타 괴롭힘 대화,"야 길동 오늘도 과자 사왔냐?
응 여기.
야 이거 숙제 너가 우리껏도 다 해와라 알겠지?
이 많은걸 다 나혼자.?
그럼 니가 하지 누구하냐
응.
잔말말고 해오기나해 맞을래?
아냐 알겠어
진작에 그럴 것이지
응."
1758,기타 괴롭힘 대화,"너 이번 방학 때 쌍꺼풀 수술 하고왔지?
아닌데?
아니긴 뭐가 아니야. 눈이 이렇게 커졌는데.
이번에 렌즈 사서 그래.
너 반에 다 소문 났어.
아니야 나 안했어.
성괴 주제에 양심도 없네.
나 안했는데.
혹시 코도 했니? 턱은?
나 안했다니까."
1771,기타 괴롭힘 대화,"야 시발 왜 혼자 공부하냐
해야되니까?
하면 뭐 될거같냐 
니새끼보다는 나을듯 
미쳤냐? 해봤자 중위권이면서 개나대네
그 중위권도 못하는 병신이 말을하네 
말하는 꼬라지 봐라. 맞고 싶냐?
교육 못 받은 친구들한테는 이렇게 말하게 되네 
뒤질래? 끝나고 옥상으로 와라
내가 왜 신아"
1772,기타 괴롭힘 대화,"야 너 학교 왜 안왔냐 어제?
아. 나 몸이 좀 안좋았어서.
뭐? 지랄하지마 너 괜히 나한테 또 혼날까봐 안왔지?
.
내가 어제 너 때문에 쌤한테 불려가서 혼났다고 너가 꼬질렀냐?
나.? 나 아니야.
너 맞잖아 새야
나 아니라니까.
이 새끼가 어디서 말대답이야? 안되겠다 너 오늘도 좀 따라와라
아. 어."
1784,기타 괴롭힘 대화,"이야 이 엉덩이 짱 크네.
오우 그러게 한 대 때려봐도 되냐?
그만해 그런 장난 안좋아해.
아니 뭐 남자새끼가 이런걸로 정색하냐 니가 그러니까 친구가 없는거야.
좋게 말할 수 있는데 똥 씹은 표정이네 병신이
존나 분위기 잡치게 하네.
이런장난 안 치고 놀면 되잖아.
진지충 새끼 한 대 패버리고 싶네.
그냥 혼자 방에 쳐박혀 있어.
이제 그런 장난 치지 마.
응 장난도 안 치고 너랑도 안 놀거야."
1828,기타 괴롭힘 대화,"주문하신 아메리카노 나왔습니다
아가씨 고마워 잘 마실게 근데 아가씨는 애인있어?
아뇨
예쁜 아가씨가 애인도 없어서야 이 오빠가 알바끝나고 술 사줄게
괜찮아요
에이 그러지말고 번호 좀 줘봐
싫어요
나 맨날 와서 여기 단골인거 알잖아 알바끝나고 기다리고 있을게
싫어요
에이 좋으면서"
1830,기타 괴롭힘 대화,"야! 너희 아빠 외국인 노동자라면서? 어느 나라 사람이야?
우리아빠 그냥 일하는 사람이야! 왜?
아 그냥. 아 외노자면 보통 공장에서 일하나? 학교 건너편에 새로 짓고 있는 상가건물 지으시나?
우리 아빠 거기서 일 안하거든!
너 합법적으로 한국 있는건 맞아? 외국인들이 한국에 들어와서 참 물을 더럽혀.
너 나한테 왜그래?
아니 너한테 그러는게 아니라 팩트를 말하는거야 팩트를.
나 행복하게 잘 살고 있다고! 그러지마.
야 지나가는 사람한테 물어봐라. 10명중에 9명은 나랑 같은 생각 할거야. 이 이방인아.
아니라고."
1875,직장 내 괴롭힘 대화,"김대리. 이번 주간 회의 발표 준비좀 해줘.
저 말입니까.?
응. 너가 해줘
과장님 저번에도 제가 했고 저기 아무것도 안하는 사람들 있지 않습니까.
그래서 하기 싫다고.?
너무 하신거 아닙니까.? 지금 다른 업무로 조금 바쁩니다.
그래 그럼 그만둬 바쁜게 싫으면 그만둬야지
아닙니다. 죄송합니다. 제가 하겠습니다
진작에 그냥 한다고 했으면 됐잖아
옙. 죄송합니다."
1882,기타 괴롭힘 대화,"이마가 점점 넓어지는 것 같네
안 그래도 고민이다
야 넌 머리까지 없으면 너무 우울하다
안 그래도 스트레스다
돈도 없고 못생긴게 머리도 없으면 어쩌냐
그만해라
돈이라도 있으면 머리라도 심지
그만하라고
왜 나한테 그러냐 탈모는 유전인데
하"
1906,기타 괴롭힘 대화,"맛이 쓰레기네요 별점 1개 드립니다
손님 어떤 부분이 부족했을까요? 정말 죄송합니다
국물이 너무 뜨거웠네요 제가 따뜻하게 해달라고 했지 뜨겁게 해달랬나요?
저희 업장은 따뜻한 음식을 대접하기 위해 최선을 다합니다
다시는 이 집에서 못 시키겠어요

이러시면 영업 방해로 신고합니다
신고? 야 이새끼야 어디 할 테면 해봐! 요샌 을질이 더 심하다니까!
욕하지 마세요 덧글도 신고 접수 하겠습니다
어쩐지 사장 목소리부터 재수가 없더라니 확 망해버려야 해 이런 거지 같은 식당!
손님 더 이상 저희 식당 이용하지 말아주십시오
오라고 해도 안 간다!"
1939,기타 괴롭힘 대화,"또 뭘 처먹냐
뭐가.
그만 좀 쳐먹어 씹돼지야
왜그래.
너 걸어다닐때마다 바닥이 울려
아니야. 왜그래.
너네 엄마도 너같이 돼지냐?
어니야 우리엄마 욕하지마
완전 돼지 가족이네
진짜 하지마"
1963,기타 괴롭힘 대화,"저기 혹시 죄송한데 리뷰이벤트를 해주시기로 했는데 안해주셔서 연락드렸습니다.
 네. 그런데요?
혹시 오늘 중으로 리뷰이벤트 해주실 수 있으신가요?
저 바쁜데요?
그게 오늘까지여서 부탁드립니다.
누구한테 지금 하라마라야. 당신 미쳤어? 내 맘이야
죄송합니다 고객님. 다름이 아니라. 저희랑 약속해서 제가 보내드릴 거라.
머라고? 그냥 주는 것도 아니고 약속을 하고 줘? 여기가 정신을 못차렸나. 그러니까 지금도 니가 그런일이나 하고 있는거야 정신 좀 차려.
기분 나쁘게 들리셨다면 죄송합니다. 오늘 중으로 리뷰이벤트 부탁드립니다.
싫어 싫다고. 차단할테니까 그런줄 알어."
1964,기타 괴롭힘 대화,"야. 너 시간 좀 있냐?
나 지금 바쁜데. 왜?
가서 빵 좀 사와.
갑자기?
아 배고프니까 빵 사오라고.
네가 가면 되잖아.
말이 많네. 사오라면 사와. 크림빵으로 부탁해?
나 바빠.
1분 내로 갔다와. 나 배고프다고.
네가 가면 되잖아."
1973,기타 괴롭힘 대화,"넌 얼굴이 왜 그렇게 생겼어?
내 얼굴이 왜?
다운증후군 걸린 애마냥 못생겼잖아
야.말을 왜 그런식으로 해
난 사실을 말한건데? 기분나빠?
아냐.
야쟤보고 장애인 닮았다니까 기분 나빠한다?
웃긴다 똑같이 생겼는데
그러니까
."
1996,기타 괴롭힘 대화,"아파?
아야.
오 표정 썩는 거 봐.
아팠어? 아 미안.
하지마. 그만해.
이제 니 차례야 니가 나 때려.
아 안 할래.
왜 친구끼리 장난도 못 쳐? 유난 떨지마.
그래 때려. 진짜 때리라고.
자. 됐지?
정색하고 진짜 때리냐? 개새끼 넌 죽었다 이제 네 차례야
으악. 하 하지마!"
2001,기타 괴롭힘 대화,"야 찐따
응.
가서 빵좀사와
지금?
그래. 우유도같이
돈은?
니돈으로사 임마
지금 돈이 없는데
어쭈 죽을래
미안해."
2032,기타 괴롭힘 대화,"야 넌 왜 맨날 이상한 화장해? 그런다고 남자애들이 너 안 좋아해
난 남자애들한테 잘 보이려 화장 하는거 아닌데.? 그냥 내가 이런 화장이 좋아서.
무슨 소리니. 너도 남자한테 인기 많고싶어서 의식하는 주제에.
왜 그 얘기가 여기서 나와.
아니. 너 그런 화장 하고 다니는거. 같이 다니기도 쪽팔려. 그 얼굴로 남자애들한테 말 거는거 걔네가 기분 나빠하는거 안 보여?
나 그런적 없어. 너 혼자 착각한거지.!
뭔 소리야. 너가 내가 좋아하는 군한테 꼬리쳐서 우리 썸 깨진거구만. 역시 넌 뒤에서 음침한 짓 하고 다니고. 실망이야.
우리 이제 그만 얘기하자.
난 아직 얘기 안 끝났는데? 너 마음에 안 드는거 너한테 말해줘야 너가 정신 차릴거 아냐.
하."
2056,기타 괴롭힘 대화,"이것도 못푸냐?
너무 어려운데
지능이 낮어서 그럼
말이 너무한거 아니냐?
솔직히 맞잖아 아이큐 2자리 면서
아니 그래도
이것도 다 유전이야
부모님 욕까지 하네 이게
세포분열 잘못한 니 잘못도 있지
와 진짜 말 함부로하네"
2064,기타 괴롭힘 대화,"야 너 학교 왜 안왔냐 어제?
아. 나 몸이 좀 안좋았어서.
뭐? 지랄하지마 너 괜히 나한테 또 혼날까봐 안왔지?
.
내가 어제 너 때문에 쌤한테 불려가서 혼났다고 너가 꼬질렀냐?
나.? 나 아니야.
너 맞잖아 새야
나 아니라니까.
이 새끼가 어디서 말대답이야? 안되겠다 너 오늘도 좀 따라와라
아. 어."
2126,기타 괴롭힘 대화,"야 넌 왜 맨날 그옷만 입냐? 빨고 입는거냐?
나 이옷 똑같은거 여러개 있는거야
구라까네 니 옷살 돈 없어서 이것만 입는거잖아
아니거든?
아니긴 그지새끼 옷 가방 신발 다 싸구려네
이거 편해서 입는거야
아니잖아 너 돈없는 그지라서 그런거잖아 창피하지도 않냐? 으 드러워
그만해라
뭘 그만해 진따 새끼가 말 걸지마 드러운거 옮겠다
야 나한테 왜그러냐? 나 좀 놔둬 제발"
2149,기타 괴롭힘 대화,"야 쟤 걷는것좀 봐 왜저러냐?
나보고 하는 소리야?
여기에 너 말고 더 있냐? 뒤뚱거리면서 걷는 사람이?
사과해
무슨 사과? 너가 이상하게 걸었으면서 내가 왜 사과를 하냐? 역겹네
너 그렇게 살면 안돼
야 신경꺼 니 걸음걸이나 수술하세요 저기 병원이나 다니셔서
너라고 이렇게 안될꺼같니? 너도 살다가 이렇게 될 수 있어
예예 어련히요
도무지 말이 안통하네."
2159,기타 괴롭힘 대화,"야 너 나한테 할말 없어?
없는데
진짜 없어?
무슨 일 있어?
회사 취업했다며
아 응
한 턱 쏴야지
내가 왜?
나니까? 말대꾸하네
너가 사먹어"
2168,기타 괴롭힘 대화,"야 너 이리 와봐
저요?
그래 너 여기 살아?
네? 왜요?
제일 맛있는데 좀 추천해봐
잘 모르겠어요
뭐야 맛있는거 잔뜩 먹게 생겨선
네?
아니다 꺼져"
2185,직장 내 괴롭힘 대화,"김대리. 이번 주간 회의 발표 준비좀 해줘.
저 말입니까.?
응. 너가 해줘
과장님 저번에도 제가 했고 저기 아무것도 안하는 사람들 있지 않습니까.
그래서 하기 싫다고.?
너무 하신거 아닙니까.? 지금 다른 업무로 조금 바쁩니다.
그래 그럼 그만둬 바쁜게 싫으면 그만둬야지
아닙니다. 죄송합니다. 제가 하겠습니다
진작에 그냥 한다고 했으면 됐잖아
옙. 죄송합니다."
2191,기타 괴롭힘 대화,"너는 코가 왜 생기다 말았어?
뭐라고?
아니 그냥 코 모양이 이상하잖아. 되게 흑인들 코 같아.
나한테 왜 그래? 왜 사람 외모로 그러냐고?
아 그냥 뭐라고 한건 아니고 신기해서!
신기하다고도 하지 말아줄래?
아 기분 나쁘게 했으면 쏘리. 아 볼 때마다 웃겨 죽을것 같아.
너 진짜 뭐냐?
아. 웃긴데 어쩌라고?
그래도 사람한테 그러면 안되는거지!"
2193,기타 괴롭힘 대화,"쟤 먹는거 봐 토쏠려.
저리 가줄래?
꼴에 먹는거는 좋아해사지고. 그래서 니가 돼지 인거야.
그만좀 해.
내 말이 틀렸냐? 친구도 없는 주제에.
알았으니까 관심좀 꺼줘.
너 내가 우습냐? 찐따면 짜져있어.
알겠어.
공부도 못하고 못생긴게.
그만 좀 냅둬주라"
2207,기타 괴롭힘 대화,"야 너가 그걸 할 수 있냐?
왜 나는 못할 것 같아?
퓻 너가? 너같은 바보새끼가 그걸?
.
너 꼴등이잖아
그걸 어떻게 알아?
왜 모르냨 딱 봐도 머리가 텅텅 비어보이는데
말 함부로 하지마
 걍 처음부터 시도하지마
하."
2216,기타 괴롭힘 대화,"똑바로 서! 최일병!
일병 최치수!
야 너는 너무 고릴라처럼 생겼어
죄송합니다!
너는 고릴라처럼 생겨서 에미도 고릴라 같을 거야

하.
하? 야 개새끼야 너 지금? 한숨?
부모님 욕은 하지 말아주십시오
느검마 고릴라다 이 새끼야 뒤지게 맞아야겠다 고릴라새끼
으악 때리지 마세요!"
2226,기타 괴롭힘 대화,"이것도 못푸냐?
너무 어려운데
지능이 낮어서 그럼
말이 너무한거 아니냐?
솔직히 맞잖아 아이큐 2자리 면서
아니 그래도
이것도 다 유전이야
부모님 욕까지 하네 이게
세포분열 잘못한 니 잘못도 있지
와 진짜 말 함부로하네"
2276,기타 괴롭힘 대화,"안녕하세요.
왜 자꾸.우 따라아아하세요?
재.미.이.밌.잖아요.
재.미 어.버.없.어요.
재미.이.있느.으.는.데?
노.놀리.지.마세요!
시.르.싫.어요.
그마.아.만하.세요.
왜요?
놀리.느.은.거.것은.나빠.요."
2279,기타 괴롭힘 대화,"야 손병신.
하.
한숨 쉬었어? 야 손병신.
그렇게 부르지마.
뭐? 병신한테 병신이라 그러는데.
그렇게 말하지 말라고.
야 병신아. 너 손이 그래서 똥은 어떻게 닦냐?
그런 말 하지 말라고.
이 새끼가 형님이 말하는데 말대답이야?
아 때리지마.
으이구 병신 새끼!"
2283,기타 괴롭힘 대화,"돈 모으기만 해서 뭐하냐?
신경꺼.
쓰지는 않고 거지냐?
쓰는데 아끼는거야.
카페는 한 번도 안가는 주제에.
필요하면 내가 산다.
에휴 불쌍해서 어째?
그만 무시해!
잘 살아봐라. 거지가 부자가 되나?
꺼져."
